dataset,column,dtype,missing_pct,unique_vals,min,max,median
output_Lucknow_plot.csv,Gymnasium,int64,0.0,0,0.0,1.0,1.0
output_Lucknow_plot.csv,Rain Water Harvesting,float64,64.22,0,1.0,1.0,1.0
output_Lucknow_plot.csv,Maintenance Staff,float64,50.19,0,1.0,1.0,1.0
output_Lucknow_plot.csv,Jogging Track,int64,0.0,0,0.0,1.0,1.0
output_Lucknow_plot.csv,Car Parking,float64,19.81,0,1.0,1.0,1.0
output_Lucknow_plot.csv,Vaastu Compliant,float64,63.2,0,1.0,1.0,1.0
output_Lucknow_plot.csv,Children's play area,int64,0.0,0,0.0,1.0,1.0
output_Lucknow_plot.csv,24 X 7 Security,int64,0.0,0,0.0,1.0,1.0
output_Lucknow_plot.csv,Landscaped Gardens,int64,0.0,0,0.0,1.0,1.0
output_Lucknow_plot.csv,locality_score,float64,81.89,0,6.2,10.0,6.3
output_Lucknow_plot.csv,project_score,float64,97.33,0,6.6,8.9,8.2
output_Lucknow_plot.csv,builder_experience,float64,95.15,0,17.0,2022.0,123.0
output_Lucknow_plot.csv,School,float64,45.15,0,1.0,1.0,1.0
output_Lucknow_plot.csv,ATM,float64,46.75,0,1.0,1.0,1.0
output_Lucknow_plot.csv,Shopping Mall,float64,45.44,0,1.0,1.0,1.0
output_Lucknow_plot.csv,Multipurpose Room,float64,61.6,0,1.0,1.0,1.0
output_Lucknow_plot.csv,Intercom,float64,68.69,0,1.0,1.0,1.0
output_Lucknow_plot.csv,Staff Quarter,float64,50.34,0,1.0,1.0,1.0
output_Lucknow_plot.csv,Hospital,float64,45.68,0,1.0,1.0,1.0
output_Lucknow_plot.csv,Indoor Games,float64,67.91,0,1.0,1.0,1.0
output_Lucknow_plot.csv,Cafeteria,float64,73.54,0,1.0,1.0,1.0
output_Lucknow_plot.csv,Golf Course,float64,80.15,0,1.0,1.0,1.0
output_Lucknow_villa.csv,location,str,4.44,48,,,
output_Lucknow_villa.csv,area,float64,4.44,0,500.0,5100.0,1350.0
output_Lucknow_villa.csv,price,float64,4.44,0,1600000.0,51150000.0,5557300.0
output_Lucknow_villa.csv,price_currency,str,4.44,1,,,
output_Lucknow_villa.csv,status,float64,61.67,0,0.0,1.0,1.0
output_Lucknow_villa.csv,new/resale,float64,4.44,0,0.0,1.0,1.0
output_Lucknow_villa.csv,price_negotiable,float64,4.44,0,0.0,1.0,0.0
output_Lucknow_villa.csv,description,str,8.89,163,,,
output_Lucknow_villa.csv,security_deposit,float64,4.44,0,1.0,1.0,1.0
