plot_type,city,price,Unit,Rupee_per_area,Area,state
3 BHK Apartment,Bangalore, 1.27 Cr, Cr,"8,200 / sq ft",1320,karnataka
2 BHK Apartment,Bangalore, 1.08 Cr, Cr,"8,200 / sq ft",1320,karnataka
2 BHK Apartment,Bangalore, 97.58 L, L,"8,200 / sq ft",1190,karnataka
1 BHK Apartment,Bangalore, 63 L, L,"8,200 / sq ft",486,karnataka
2 BHK Apartment,Bangalore, 1.08 Cr, Cr,"8,201 / sq ft",1325,karnataka
2 BHK Apartment,Bangalore, 77.5 L, L,"8,201 / sq ft",945,karnataka
3 BHK Apartment,Bangalore, 1.26 Cr, Cr,"8,203 / sq ft",1536,karnataka
3 BHK Villa,Bangalore, 1.6 Cr, Cr,"8,205 / sq ft",1950,karnataka
3 BHK Apartment,Bangalore, 1.12 Cr, Cr,"8,205 / sq ft",1365,karnataka
2 BHK Apartment,Bangalore, 80 L, L,"8,205 / sq ft",975,karnataka
3 BHK Apartment,Bangalore, 1.42 Cr, Cr,"8,208 / sq ft",1730,karnataka
2 BHK Apartment,Bangalore, 1.1 Cr, Cr,"8,208 / sq ft",1340,karnataka
1 BHK Apartment,Bangalore, 55 L, L,"8,208 / sq ft",670,karnataka
1 BHK Apartment,Bangalore, 55 L, L,"8,209 / sq ft",670,karnataka
2 BHK Apartment,Bangalore, 95 L, L,"8,210 / sq ft",1157,karnataka
4 BHK Apartment,Bangalore, 1.85 Cr, Cr,"8,211 / sq ft",2253,karnataka
3 BHK Apartment,Bangalore, 1.4 Cr, Cr,"8,211 / sq ft",1705,karnataka
4 BHK Apartment,Bangalore, 1.81 Cr, Cr,"8,212 / sq ft",2204,karnataka
2 BHK Apartment,Bangalore, 1.08 Cr, Cr,"8,212 / sq ft",1320,karnataka
2 BHK Apartment,Bangalore, 1.03 Cr, Cr,"8,213 / sq ft",1254,karnataka
10 BHK Independent House,Bangalore, 5.75 Cr, Cr,"8,214 / sq ft",7000,karnataka
4 BHK Independent House,Bangalore, 3.45 Cr, Cr,"8,214 / sq ft",4200,karnataka
3 BHK Apartment,Bangalore, 2.3 Cr, Cr,"8,214 / sq ft",2800,karnataka
3 BHK Villa,Bangalore, 1.44 Cr, Cr,"8,214 / sq ft",1753,karnataka
3 BHK Apartment,Bangalore, 1.72 Cr, Cr,"8,215 / sq ft",2100,karnataka
3 BHK Apartment,Bangalore, 1.1 Cr, Cr,"8,215 / sq ft",1339,karnataka
2 BHK Apartment,Bangalore, 1.08 Cr, Cr,"8,215 / sq ft",1320,karnataka
3 BHK Apartment,Bangalore, 1.41 Cr, Cr,"8,216 / sq ft",1716,karnataka
3 BHK Apartment,Bangalore, 1.75 Cr, Cr,"8,217 / sq ft",1655,karnataka
2 BHK Apartment,Bangalore, 1.12 Cr, Cr,"8,217 / sq ft",1363,karnataka
4 BHK Villa,Bangalore, 2.2 Cr, Cr,"8,218 / sq ft",2677,karnataka
4 BHK Villa,Bangalore, 3 Cr, Cr,"8,219 / sq ft",3650,karnataka
3 BHK Apartment,Bangalore, 1.2 Cr, Cr,"8,219 / sq ft",1460,karnataka
2 BHK Apartment,Bangalore, 1.2 Cr, Cr,"8,219 / sq ft",1460,karnataka
4 BHK Villa,Bangalore, 3.15 Cr, Cr,"8,220 / sq ft",3832,karnataka
2 BHK Apartment,Bangalore, 97 L, L,"8,220 / sq ft",1180,karnataka
1 BHK Apartment,Bangalore, 55 L, L,"8,221 / sq ft",669,karnataka
4 BHK Apartment,Bangalore, 4.5 Cr, Cr,"8,222 / sq ft",5473,karnataka
4 BHK Independent House,Bangalore, 3.7 Cr, Cr,"8,222 / sq ft",4500,karnataka
3 BHK Independent House,Bangalore, 3.7 Cr, Cr,"8,222 / sq ft",4500,karnataka
2 BHK Apartment,Bangalore, 99 L, L,"8,222 / sq ft",1204,karnataka
3 BHK Apartment,Bangalore, 1.62 Cr, Cr,"8,223 / sq ft",1970,karnataka
4 BHK Apartment,Bangalore, 3.02 Cr, Cr,"8,224 / sq ft",3672,karnataka
4 BHK Villa,Bangalore, 2.94 Cr, Cr,"8,224 / sq ft",3575,karnataka
4 BHK Apartment,Bangalore, 1.76 Cr, Cr,"8,224 / sq ft",2140,karnataka
3 BHK Apartment,Bangalore, 78.46 L, L,"8,224 / sq ft",954,karnataka
4 BHK Villa,Bangalore, 2.55 Cr, Cr,"8,225 / sq ft",3100,karnataka
4 BHK Villa,Bangalore, 2.47 Cr, Cr,"8,225 / sq ft",3003,karnataka
2 BHK Apartment,Bangalore, 1.02 Cr, Cr,"8,225 / sq ft",1240,karnataka
Residential Plot,Bangalore, 51 L, L,"8,225 / sq ft",620,karnataka
3 BHK Apartment,Bangalore, 1.45 Cr, Cr,"8,227 / sq ft",1765,karnataka
3 BHK Apartment,Bangalore, 79.4 L, L,"8,227 / sq ft",965,karnataka
3 BHK Apartment,Bangalore, 1.45 Cr, Cr,"8,229 / sq ft",1765,karnataka
3 BHK Apartment,Bangalore, 1.12 Cr, Cr,"8,229 / sq ft",1361,karnataka
2 BHK Apartment,Bangalore, 87.4 L, L,"8,229 / sq ft",1062,karnataka
2 BHK Apartment,Bangalore, 1 Cr, Cr,"8,230 / sq ft",1215,karnataka
Residential Plot,Bangalore, 98.77 L, L,"8,230 / sq ft",1200,karnataka
2 BHK Apartment,Bangalore, 83.98 L, L,"8,233 / sq ft",1020,karnataka
3 BHK Apartment,Bangalore, 1.4 Cr, Cr,"8,235 / sq ft",1700,karnataka
3 BHK Apartment,Bangalore, 1.39 Cr, Cr,"8,235 / sq ft",1700,karnataka
3 BHK Apartment,Bangalore, 1.05 Cr, Cr,"8,235 / sq ft",1275,karnataka
3 BHK Apartment,Bangalore, 1.13 Cr, Cr,"8,236 / sq ft",1372,karnataka
2 BHK Apartment,Bangalore, 79 L, L,"8,237 / sq ft",959,karnataka
2 BHK Apartment,Bangalore, 1.17 Cr, Cr,"8,239 / sq ft",1420,karnataka
2 BHK Apartment,Bangalore, 80.5 L, L,"8,239 / sq ft",977,karnataka
3 BHK Apartment,Bangalore, 1.34 Cr, Cr,"8,241 / sq ft",1626,karnataka
4 BHK Villa,Bangalore, 2.24 Cr, Cr,"8,243 / sq ft",2726,karnataka
3 BHK Apartment,Bangalore, 1.49 Cr, Cr,"8,245 / sq ft",1815,karnataka
1 BHK Apartment,Bangalore, 47 L, L,"8,245 / sq ft",570,karnataka
4 BHK Villa,Bangalore, 3 Cr, Cr,"8,246 / sq ft",3638,karnataka
4 BHK Villa,Bangalore, 2.23 Cr, Cr,"8,246 / sq ft",2710,karnataka
2 BHK Apartment,Bangalore, 1.18 Cr, Cr,"8,247 / sq ft",1440,karnataka
3 BHK Apartment,Bangalore, 1.3 Cr, Cr,"8,248 / sq ft",1576,karnataka
3 BHK Apartment,Bangalore, 1.29 Cr, Cr,"8,248 / sq ft",1564,karnataka
4 BHK Villa,Bangalore, 3.21 Cr, Cr,"8,249 / sq ft",3891,karnataka
4 BHK Villa,Bangalore, 3.3 Cr, Cr,"8,250 / sq ft",4000,karnataka
4 BHK Apartment,Bangalore, 3.3 Cr, Cr,"8,250 / sq ft",4000,karnataka
Residential Plot,Bangalore, 1.98 Cr, Cr,"8,250 / sq ft",2400,karnataka
3 BHK Apartment,Bangalore, 1.65 Cr, Cr,"8,250 / sq ft",2000,karnataka
3 BHK Apartment,Bangalore, 1.46 Cr, Cr,"8,250 / sq ft",1770,karnataka
3 BHK Apartment,Bangalore, 1.32 Cr, Cr,"8,250 / sq ft",1600,karnataka
2 BHK Apartment,Bangalore, 1.17 Cr, Cr,"8,250 / sq ft",1430,karnataka
Residential Plot,Bangalore, 99 L, L,"8,250 / sq ft",1200,karnataka
5 BHK Villa,Bangalore, 4.3 Cr, Cr,"8,251 / sq ft",5211,karnataka
2 BHK Apartment,Bangalore, 1.18 Cr, Cr,"8,251 / sq ft",1430,karnataka
2 BHK Apartment,Bangalore, 85 L, L,"8,252 / sq ft",1030,karnataka
3 BHK Apartment,Bangalore, 1.56 Cr, Cr,"8,253 / sq ft",1890,karnataka
3 BHK Apartment,Bangalore, 1.8 Cr, Cr,"8,256 / sq ft",2180,karnataka
3 BHK Apartment,Bangalore, 1.35 Cr, Cr,"8,256 / sq ft",1635,karnataka
3 BHK Apartment,Bangalore, 1.3 Cr, Cr,"8,259 / sq ft",1574,karnataka
2 BHK Apartment,Bangalore, 95 L, L,"8,260 / sq ft",1150,karnataka
3 BHK Apartment,Bangalore, 95 L, L,"8,260 / sq ft",1150,karnataka
2 BHK Apartment,Bangalore, 66 L, L,"8,260 / sq ft",799,karnataka
2 BHK Apartment,Bangalore, 65.99 L, L,"8,260 / sq ft",799,karnataka
4 BHK Villa,Bangalore, 3.2 Cr, Cr,"8,262 / sq ft",3873,karnataka
3 BHK Apartment,Bangalore, 1.57 Cr, Cr,"8,263 / sq ft",1900,karnataka
2 BHK Apartment,Bangalore, 1.2 Cr, Cr,"8,264 / sq ft",1452,karnataka
2 BHK Apartment,Bangalore, 1 Cr, Cr,"8,264 / sq ft",1210,karnataka
4 BHK Villa,Bangalore, 2.56 Cr, Cr,"8,265 / sq ft",3103,karnataka
3 BHK Apartment,Bangalore, 1.62 Cr, Cr,"8,265 / sq ft",1960,karnataka
3 BHK Apartment,Bangalore, 1.24 Cr, Cr,"8,266 / sq ft",1500,karnataka
Residential Plot,Bangalore, 62 L, L,"8,266 / sq ft",750,karnataka
3 BHK Apartment,Bangalore, 1.36 Cr, Cr,"8,267 / sq ft",1645,karnataka
4 BHK Apartment,Bangalore, 5.5 Cr, Cr,"8,269 / sq ft",6651,karnataka
3 BHK Apartment,Bangalore, 1.3 Cr, Cr,"8,269 / sq ft",1572,karnataka
4 BHK Apartment,Bangalore, 1.23 Cr, Cr,"8,269 / sq ft",1494,karnataka
2 BHK Apartment,Bangalore, 97 L, L,"8,269 / sq ft",1173,karnataka
3 BHK Apartment,Bangalore, 1.2 Cr, Cr,"8,270 / sq ft",1451,karnataka
4 BHK Apartment,Bangalore, 1.77 Cr, Cr,"8,271 / sq ft",2140,karnataka
4 BHK Apartment,Bangalore, 1.82 Cr, Cr,"8,272 / sq ft",2200,karnataka
3 BHK Apartment,Bangalore, 57.98 L, L,"8,272 / sq ft",702,karnataka
4 BHK Villa,Bangalore, 2.4 Cr, Cr,"8,275 / sq ft",2900,karnataka
5 BHK Apartment,Bangalore, 2.4 Cr, Cr,"8,275 / sq ft",2900,karnataka
3 BHK Apartment,Bangalore, 1.2 Cr, Cr,"8,275 / sq ft",1450,karnataka
1 BHK Apartment,Bangalore, 57.35 L, L,"8,275 / sq ft",693,karnataka
3 BHK Apartment,Bangalore, 1.49 Cr, Cr,"8,277 / sq ft",1800,karnataka
3 BHK Villa,Bangalore, 1.69 Cr, Cr,"8,278 / sq ft",2050,karnataka
3 BHK Apartment,Bangalore, 1.4 Cr, Cr,"8,279 / sq ft",1691,karnataka
3 BHK Apartment,Bangalore, 1.36 Cr, Cr,"8,279 / sq ft",1653,karnataka
2 BHK Apartment,Bangalore, 1.29 Cr, Cr,"8,280 / sq ft",1565,karnataka
3 BHK Apartment,Bangalore, 1.43 Cr, Cr,"8,280 / sq ft",1355,karnataka
3 BHK Villa,Bangalore, 1.19 Cr, Cr,"8,281 / sq ft",1437,karnataka
4 BHK Independent Floor,Bangalore, 3 Cr, Cr,"8,282 / sq ft",3622,karnataka
3 BHK Apartment,Bangalore, 1.35 Cr, Cr,"8,282 / sq ft",1630,karnataka
2 BHK Apartment,Bangalore, 1.23 Cr, Cr,"8,282 / sq ft",1485,karnataka
2 BHK Apartment,Bangalore, 95 L, L,"8,282 / sq ft",1147,karnataka
2 BHK Apartment,Bangalore, 82 L, L,"8,282 / sq ft",990,karnataka
4 BHK Villa,Bangalore, 2.5 Cr, Cr,"8,283 / sq ft",3021,karnataka
5 BHK Independent House,Bangalore, 2.9 Cr, Cr,"8,285 / sq ft",3500,karnataka
3 BHK Apartment,Bangalore, 1.45 Cr, Cr,"8,285 / sq ft",1750,karnataka
2 BHK Apartment,Bangalore, 96.94 L, L,"8,285 / sq ft",1170,karnataka
2 BHK Independent House,Bangalore, 87 L, L,"8,285 / sq ft",1050,karnataka
3 BHK Apartment,Bangalore, 2 Cr, Cr,"8,286 / sq ft",2416,karnataka
3 BHK Apartment,Bangalore, 1.34 Cr, Cr,"8,286 / sq ft",1617,karnataka
4 BHK Villa,Bangalore, 2.03 Cr, Cr,"8,289 / sq ft",2449,karnataka
3 BHK Apartment,Bangalore, 1.26 Cr, Cr,"8,289 / sq ft",1520,karnataka
4 BHK Apartment,Bangalore, 2.57 Cr, Cr,"8,290 / sq ft",3100,karnataka
3 BHK Apartment,Bangalore, 1.29 Cr, Cr,"8,290 / sq ft",1556,karnataka
4 BHK Villa,Bangalore, 2.49 Cr, Cr,"8,291 / sq ft",3003,karnataka
Residential Plot,Bangalore, 1.99 Cr, Cr,"8,291 / sq ft",2400,karnataka
3 BHK Apartment,Bangalore, 1.8 Cr, Cr,"8,291 / sq ft",2171,karnataka
3 BHK Apartment,Bangalore, 1.31 Cr, Cr,"8,291 / sq ft",1580,karnataka
4 BHK Villa,Bangalore, 2.03 Cr, Cr,"8,292 / sq ft",2449,karnataka
2 BHK Apartment,Bangalore, 1.02 Cr, Cr,"8,292 / sq ft",1230,karnataka
3 BHK Apartment,Bangalore, 2.15 Cr, Cr,"8,294 / sq ft",2592,karnataka
2 BHK Apartment,Bangalore, 52.67 L, L,"8,295 / sq ft",635,karnataka
4 BHK Independent House,Bangalore, 1.12 Cr, Cr,"8,296 / sq ft",1350,karnataka
3 BHK Apartment,Bangalore, 95 L, L,"8,296 / sq ft",1145,karnataka
3 BHK Independent House,Bangalore, 2.29 Cr, Cr,"8,297 / sq ft",2760,karnataka
4 BHK Villa,Bangalore, 5 Cr, Cr,"8,298 / sq ft",6025,karnataka
3 BHK Apartment,Bangalore, 1.2 Cr, Cr,"8,298 / sq ft",1446,karnataka
Residential Plot,Bangalore, 3.32 Cr, Cr,"8,300 / sq ft",4000,karnataka
5 BHK Apartment,Bangalore, 2.36 Cr, Cr,"8,300 / sq ft",2849,karnataka
4 BHK Apartment,Bangalore, 2.36 Cr, Cr,"8,300 / sq ft",2849,karnataka
4 BHK Apartment,Bangalore, 2.7 Cr, Cr,"8,300 / sq ft",2765,karnataka
4 BHK Apartment,Bangalore, 2.03 Cr, Cr,"8,300 / sq ft",2449,karnataka
3 BHK Apartment,Bangalore, 2.02 Cr, Cr,"8,300 / sq ft",2438,karnataka
4 BHK Apartment,Bangalore, 2.02 Cr, Cr,"8,300 / sq ft",2438,karnataka
3 BHK Apartment,Bangalore, 1.48 Cr, Cr,"8,300 / sq ft",1795,karnataka
3 BHK Apartment,Bangalore, 1.48 Cr, Cr,"8,300 / sq ft",1792,karnataka
3 BHK Apartment,Bangalore, 1.35 Cr, Cr,"8,300 / sq ft",1631,karnataka
3 BHK Apartment,Bangalore, 1.34 Cr, Cr,"8,300 / sq ft",1621,karnataka
3 BHK Apartment,Bangalore, 1.33 Cr, Cr,"8,300 / sq ft",1613,karnataka
2 BHK Apartment,Bangalore, 1.16 Cr, Cr,"8,300 / sq ft",1409,karnataka
2 BHK Apartment,Bangalore, 1.16 Cr, Cr,"8,300 / sq ft",1408,karnataka
2 BHK Apartment,Bangalore, 1.11 Cr, Cr,"8,300 / sq ft",1343,karnataka
2 BHK Apartment,Bangalore, 1.02 Cr, Cr,"8,300 / sq ft",1240,karnataka
2 BHK Apartment,Bangalore, 1.02 Cr, Cr,"8,300 / sq ft",1236,karnataka
2 BHK Apartment,Bangalore, 1.02 Cr, Cr,"8,300 / sq ft",1230,karnataka
2 BHK Apartment,Bangalore, 1.01 Cr, Cr,"8,300 / sq ft",1225,karnataka
2 BHK Apartment,Bangalore, 1.01 Cr, Cr,"8,300 / sq ft",1224,karnataka
2 BHK Apartment,Bangalore, 1.01 Cr, Cr,"8,300 / sq ft",1222,karnataka
2 BHK Apartment,Bangalore, 1 Cr, Cr,"8,300 / sq ft",1216,karnataka
Residential Plot,Bangalore, 99.6 L, L,"8,300 / sq ft",1200,karnataka
3 BHK Apartment,Bangalore, 2.2 Cr, Cr,"8,301 / sq ft",2650,karnataka
2 BHK Apartment,Bangalore, 1.2 Cr, Cr,"8,304 / sq ft",1445,karnataka
3 BHK Apartment,Bangalore, 1.37 Cr, Cr,"8,304 / sq ft",1403,karnataka
2 BHK Apartment,Bangalore, 94 L, L,"8,304 / sq ft",1132,karnataka
3 BHK Apartment,Bangalore, 1.48 Cr, Cr,"8,305 / sq ft",1793,karnataka
2 BHK Apartment,Bangalore, 1.02 Cr, Cr,"8,305 / sq ft",1240,karnataka
3 BHK Apartment,Bangalore, 1.35 Cr, Cr,"8,307 / sq ft",1625,karnataka
2 BHK Apartment,Bangalore, 1.17 Cr, Cr,"8,307 / sq ft",1415,karnataka
2 BHK Apartment,Bangalore, 1.08 Cr, Cr,"8,307 / sq ft",1300,karnataka
2 BHK Apartment,Bangalore, 1.13 Cr, Cr,"8,308 / sq ft",1360,karnataka
3 BHK Apartment,Bangalore, 1.18 Cr, Cr,"8,309 / sq ft",1420,karnataka
2 BHK Apartment,Bangalore, 1.18 Cr, Cr,"8,309 / sq ft",1420,karnataka
2 BHK Apartment,Bangalore, 58 L, L,"8,309 / sq ft",698,karnataka
1 BHK Apartment,Bangalore, 52.6 L, L,"8,309 / sq ft",633,karnataka
2 BHK Apartment,Bangalore, 1.2 Cr, Cr,"8,310 / sq ft",1444,karnataka
2 BHK Apartment,Bangalore, 1.16 Cr, Cr,"8,310 / sq ft",1400,karnataka
4 BHK Villa,Bangalore, 1.99 Cr, Cr,"8,311 / sq ft",2404,karnataka
3 BHK Apartment,Bangalore, 1.27 Cr, Cr,"8,311 / sq ft",1528,karnataka
2 BHK Apartment,Bangalore, 1.01 Cr, Cr,"8,311 / sq ft",1225,karnataka
2 BHK Apartment,Bangalore, 96 L, L,"8,311 / sq ft",1155,karnataka
3 BHK Apartment,Bangalore, 1.86 Cr, Cr,"8,312 / sq ft",2243,karnataka
3 BHK Apartment,Bangalore, 1.85 Cr, Cr,"8,312 / sq ft",2235,karnataka
2 BHK Apartment,Bangalore, 98 L, L,"8,312 / sq ft",1179,karnataka
3 BHK Apartment,Bangalore, 1.06 Cr, Cr,"8,313 / sq ft",1275,karnataka
4 BHK Apartment,Bangalore, 1.78 Cr, Cr,"8,317 / sq ft",2140,karnataka
3 BHK Apartment,Bangalore, 1.35 Cr, Cr,"8,317 / sq ft",1623,karnataka
3 BHK Villa,Bangalore, 1.84 Cr, Cr,"8,318 / sq ft",2212,karnataka
3 BHK Apartment,Bangalore, 92 L, L,"8,318 / sq ft",1106,karnataka
2 BHK Apartment,Bangalore, 1.04 Cr, Cr,"8,319 / sq ft",1260,karnataka
4 BHK Apartment,Bangalore, 3.5 Cr, Cr,"8,323 / sq ft",4205,karnataka
2 BHK Apartment,Bangalore, 75 L, L,"8,324 / sq ft",901,karnataka
4 BHK Apartment,Bangalore, 2.5 Cr, Cr,"8,325 / sq ft",3003,karnataka
3 BHK Apartment,Bangalore, 1.47 Cr, Cr,"8,327 / sq ft",1775,karnataka
4 BHK Apartment,Bangalore, 3 Cr, Cr,"8,328 / sq ft",3602,karnataka
3 BHK Apartment,Bangalore, 1.5 Cr, Cr,"8,328 / sq ft",1801,karnataka
Residential Plot,Bangalore, 10 Cr, Cr,"8,333 / sq ft",12000,karnataka
7 BHK Independent House,Bangalore, 5 Cr, Cr,"8,333 / sq ft",6000,karnataka
6 BHK Apartment,Bangalore, 5 Cr, Cr,"8,333 / sq ft",6000,karnataka
10 BHK Independent Floor,Bangalore, 5 Cr, Cr,"8,333 / sq ft",6000,karnataka
Residential Plot,Bangalore, 3.75 Cr, Cr,"8,333 / sq ft",4500,karnataka
4 BHK Independent House,Bangalore, 3.4 Cr, Cr,"8,333 / sq ft",4080,karnataka
4 BHK Independent House,Bangalore, 2.75 Cr, Cr,"8,333 / sq ft",3300,karnataka
4 BHK Villa,Bangalore, 2.5 Cr, Cr,"8,333 / sq ft",3000,karnataka
3 BHK Apartment,Bangalore, 2.5 Cr, Cr,"8,333 / sq ft",3000,karnataka
3 BHK Independent House,Mangalore, 2.5 Cr, Cr,"8,333 / sq ft",3000,karnataka
Residential Plot,Bangalore, 2.25 Cr, Cr,"8,333 / sq ft",2700,karnataka
3 BHK Villa,Bangalore, 2 Cr, Cr,"8,333 / sq ft",2400,karnataka
Residential Plot,Bangalore, 2 Cr, Cr,"8,333 / sq ft",2400,karnataka
4 BHK Independent House,Bangalore, 2 Cr, Cr,"8,333 / sq ft",2400,karnataka
5 BHK Independent House,Bangalore, 2 Cr, Cr,"8,333 / sq ft",2400,karnataka
6 BHK Independent House,Bangalore, 2 Cr, Cr,"8,333 / sq ft",2400,karnataka
3 BHK Independent House,Bangalore, 2 Cr, Cr,"8,333 / sq ft",2400,karnataka
2 BHK Independent House,Bangalore, 2 Cr, Cr,"8,333 / sq ft",2400,karnataka
3 BHK Apartment,Bangalore, 1.6 Cr, Cr,"8,333 / sq ft",1920,karnataka
3 BHK Apartment,Bangalore, 1.55 Cr, Cr,"8,333 / sq ft",1860,karnataka
3 BHK Apartment,Bangalore, 1.5 Cr, Cr,"8,333 / sq ft",1800,karnataka
3 BHK Apartment,Bangalore, 1.45 Cr, Cr,"8,333 / sq ft",1740,karnataka
3 BHK Apartment,Bangalore, 1.42 Cr, Cr,"8,333 / sq ft",1710,karnataka
3 BHK Independent House,Bangalore, 1.25 Cr, Cr,"8,333 / sq ft",1500,karnataka
Residential Plot,Bangalore, 1.25 Cr, Cr,"8,333 / sq ft",1500,karnataka
3 BHK Apartment,Bangalore, 1.2 Cr, Cr,"8,333 / sq ft",1440,karnataka
3 BHK Independent House,Bangalore, 1.2 Cr, Cr,"8,333 / sq ft",1440,karnataka
2 BHK Apartment,Bangalore, 1.2 Cr, Cr,"8,333 / sq ft",1440,karnataka
3 BHK Apartment,Bangalore, 1 Cr, Cr,"8,333 / sq ft",1200,karnataka
2 BHK Apartment,Bangalore, 1 Cr, Cr,"8,333 / sq ft",1200,karnataka
2 BHK Villa,Bangalore, 1 Cr, Cr,"8,333 / sq ft",1200,karnataka
Residential Plot,Bangalore, 1 Cr, Cr,"8,333 / sq ft",1200,karnataka
3 BHK Independent House,Bangalore, 1 Cr, Cr,"8,333 / sq ft",1200,karnataka
2 BHK Apartment,Bangalore, 75 L, L,"8,333 / sq ft",900,karnataka
3 BHK Apartment,Bangalore, 71.08 L, L,"8,333 / sq ft",853,karnataka
2 BHK Independent House,Bangalore, 50 L, L,"8,333 / sq ft",600,karnataka
Residential Plot,Bangalore, 50 L, L,"8,333 / sq ft",600,karnataka
Residential Plot,Mysore, 50 L, L,"8,333 / sq ft",600,karnataka
1 RK Studio Apartment,Bangalore, 35 L, L,"8,333 / sq ft",420,karnataka
2 BHK Apartment,Bangalore, 1.03 Cr, Cr,"8,334 / sq ft",1245,karnataka
2 BHK Apartment,Bangalore, 45.67 L, L,"8,334 / sq ft",548,karnataka
3 BHK Apartment,Bangalore, 93.35 L, L,"8,335 / sq ft",1120,karnataka
3 BHK Apartment,Bangalore, 64.01 L, L,"8,335 / sq ft",768,karnataka
2 BHK Apartment,Bangalore, 62.51 L, L,"8,335 / sq ft",750,karnataka
3 BHK Apartment,Bangalore, 60.09 L, L,"8,335 / sq ft",721,karnataka
3 BHK Apartment,Bangalore, 59.02 L, L,"8,336 / sq ft",708,karnataka
3 BHK Apartment,Bangalore, 53.77 L, L,"8,336 / sq ft",645,karnataka
3 BHK Apartment,Bangalore, 1.7 Cr, Cr,"8,337 / sq ft",2039,karnataka
2 BHK Apartment,Bangalore, 45.77 L, L,"8,337 / sq ft",549,karnataka
2 BHK Apartment,Bangalore, 44.6 L, L,"8,337 / sq ft",535,karnataka
3 BHK Apartment,Bangalore, 59.79 L, L,"8,339 / sq ft",718,karnataka
3 BHK Apartment,Bangalore, 53.7 L, L,"8,339 / sq ft",645,karnataka
2 BHK Apartment,Bangalore, 84 L, L,"8,341 / sq ft",1007,karnataka
2 BHK Apartment,Bangalore, 59.22 L, L,"8,342 / sq ft",710,karnataka
2 BHK Apartment,Bangalore, 43.79 L, L,"8,342 / sq ft",526,karnataka
2 BHK Apartment,Bangalore, 62.15 L, L,"8,343 / sq ft",745,karnataka
4 BHK Apartment,Bangalore, 3 Cr, Cr,"8,344 / sq ft",3595,karnataka
2 BHK Apartment,Bangalore, 48.48 L, L,"8,344 / sq ft",582,karnataka
4 BHK Apartment,Bangalore, 5.4 Cr, Cr,"8,346 / sq ft",6470,karnataka
2 BHK Apartment,Bangalore, 41.74 L, L,"8,348 / sq ft",501,karnataka
3 BHK Apartment,Bangalore, 1.77 Cr, Cr,"8,350 / sq ft",2120,karnataka
3 BHK Apartment,Bangalore, 1.5 Cr, Cr,"8,351 / sq ft",1796,karnataka
3 BHK Apartment,Bangalore, 1.69 Cr, Cr,"8,352 / sq ft",1735,karnataka
2 BHK Apartment,Bangalore, 1.04 Cr, Cr,"8,353 / sq ft",1245,karnataka
3 BHK Apartment,Bangalore, 1.5 Cr, Cr,"8,356 / sq ft",1795,karnataka
3 BHK Apartment,Bangalore, 1.43 Cr, Cr,"8,357 / sq ft",1711,karnataka
2 BHK Apartment,Bangalore, 1.1 Cr, Cr,"8,358 / sq ft",1316,karnataka
Residential Plot,Bangalore, 2.7 Cr, Cr,"8,359 / sq ft",3230,karnataka
2 BHK Apartment,Bangalore, 95.99 L, L,"8,361 / sq ft",1148,karnataka
3 BHK Apartment,Bangalore, 2.3 Cr, Cr,"8,363 / sq ft",2750,karnataka
3 BHK Villa,Bangalore, 1.85 Cr, Cr,"8,363 / sq ft",2212,karnataka
3 BHK Apartment,Bangalore, 1.38 Cr, Cr,"8,363 / sq ft",1650,karnataka
2 BHK Apartment,Bangalore, 92 L, L,"8,363 / sq ft",1100,karnataka
3 BHK Apartment,Bangalore, 92 L, L,"8,363 / sq ft",1100,karnataka
1 BHK Independent House,Bangalore, 46 L, L,"8,363 / sq ft",550,karnataka
4 BHK Apartment,Bangalore, 1.79 Cr, Cr,"8,364 / sq ft",2140,karnataka
3 BHK Apartment,Bangalore, 1.3 Cr, Cr,"8,364 / sq ft",1565,karnataka
4 BHK Villa,Bangalore, 2.42 Cr, Cr,"8,365 / sq ft",2893,karnataka
3 BHK Apartment,Bangalore, 1.1 Cr, Cr,"8,365 / sq ft",1315,karnataka
4 BHK Apartment,Bangalore, 1.54 Cr, Cr,"8,369 / sq ft",1840,karnataka
3 BHK Apartment,Bangalore, 1.9 Cr, Cr,"8,370 / sq ft",2270,karnataka
2 BHK Apartment,Bangalore, 95 L, L,"8,370 / sq ft",1135,karnataka
3 BHK Apartment,Bangalore, 1.8 Cr, Cr,"8,372 / sq ft",2150,karnataka
3 BHK Apartment,Bangalore, 1.08 Cr, Cr,"8,372 / sq ft",1290,karnataka
2 BHK Apartment,Bangalore, 90 L, L,"8,372 / sq ft",1075,karnataka
1 RK Studio Apartment,Bangalore, 36 L, L,"8,372 / sq ft",430,karnataka
3 BHK Apartment,Bangalore, 1.45 Cr, Cr,"8,373 / sq ft",1740,karnataka
3 BHK Apartment,Bangalore, 1.85 Cr, Cr,"8,374 / sq ft",2212,karnataka
Residential Plot,Bangalore, 1.85 Cr, Cr,"8,374 / sq ft",2212,karnataka
3 BHK Apartment,Bangalore, 1.2 Cr, Cr,"8,374 / sq ft",1433,karnataka
4 BHK Villa,Bangalore, 2.27 Cr, Cr,"8,376 / sq ft",2710,karnataka
3 BHK Villa,Bangalore, 1.7 Cr, Cr,"8,378 / sq ft",2029,karnataka
3 BHK Apartment,Bangalore, 1.55 Cr, Cr,"8,378 / sq ft",1850,karnataka
