property_type,city,total_price,unit,builtup_area_sqft,area,state
Plot/Land,Visakhapatnam,22.95, L,1275.0,1800,Andhra Pradesh
Plot/Land,Visakhapatnam,21.0, L,1275.0,1647,Andhra Pradesh
Plot/Land,Vijayawada,50.37, L,1277.0,3942,Andhra Pradesh
Plot/Land,Visakhapatnam,46.0, L,1277.0,3600,Andhra Pradesh
Plot/Land,Vijayawada,40.25, L,1277.0,3150,Andhra Pradesh
Plot/Land,Vijayawada,34.5, L,1277.0,2700,Andhra Pradesh
Plot/Land,Vijayawada,30.59, L,1277.0,2394,Andhra Pradesh
Plot/Land,Vijayawada,28.75, L,1277.0,2250,Andhra Pradesh
Plot/Land,Vijayawada,26.22, L,1277.0,2052,Andhra Pradesh
Plot/Land,Visakhapatnam,23.0, L,1277.0,1800,Andhra Pradesh
Plot/Land,Vizianagaram,23.0, L,1277.0,1800,Andhra Pradesh
Plot/Land,Vijayawada,23.0, L,1277.0,1800,Andhra Pradesh
Plot/Land,Vijayawada,21.04, L,1277.0,1647,Andhra Pradesh
Plot/Land,Vijayawada,19.2, L,1277.0,1503,Andhra Pradesh
Plot/Land,Vijayawada,18.97, L,1277.0,1485,Andhra Pradesh
Plot/Land,Vijayawada,18.05, L,1277.0,1413,Andhra Pradesh
Plot/Land,Vijayawada,17.25, L,1277.0,1350,Andhra Pradesh
Plot/Land,Vijayawada,16.33, L,1277.0,1278,Andhra Pradesh
Plot/Land,Vijayawada,16.21, L,1277.0,1269,Andhra Pradesh
Plot/Land,Vijayawada,16.1, L,1277.0,1260,Andhra Pradesh
Plot/Land,Vijayawada,15.98, L,1277.0,1251,Andhra Pradesh
Plot/Land,Vijayawada,15.52, L,1277.0,1215,Andhra Pradesh
Plot/Land,Vijayawada,11.5, L,1277.0,900,Andhra Pradesh
Plot/Land,Visakhapatnam,11.5, L,1277.0,900,Andhra Pradesh
Plot/Land,Visakhapatnam,40.0, L,1282.0,3120,Andhra Pradesh
Plot/Land,Visakhapatnam,18.6, L,1282.0,1450,Andhra Pradesh
Plot/Land,Visakhapatnam,24.0, L,1286.0,1865,Andhra Pradesh
Plot/Land,Visakhapatnam,35.0, L,1293.0,2706,Andhra Pradesh
Plot/Land,Visakhapatnam,26.0, L,1293.0,2010,Andhra Pradesh
Plot/Land,Visakhapatnam,14.95, L,1297.0,1152,Andhra Pradesh
Plot/Land,Guntur,25.15, L,1300.0,1935,Andhra Pradesh
Plot/Land,Guntur,23.4, L,1300.0,1800,Andhra Pradesh
Plot/Land,Visakhapatnam,17.56, L,1300.0,1350,Andhra Pradesh
Plot/Land,Visakhapatnam,17.64, L,1302.0,1354,Andhra Pradesh
Plot/Land,Visakhapatnam,17.65, L,1303.0,1354,Andhra Pradesh
Plot/Land,Visakhapatnam,11.63, L,1306.0,890,Andhra Pradesh
Plot/Land,Visakhapatnam,21.68, L,1307.0,1658,Andhra Pradesh
Plot/Land,Visakhapatnam,24.0, L,1310.0,1832,Andhra Pradesh
Plot/Land,Vijayawada,20.38, L,1316.0,1548,Andhra Pradesh
Plot/Land,Vijayawada,20.54, L,1319.0,1557,Andhra Pradesh
Plot/Land,Visakhapatnam,16.0, L,1326.0,1206,Andhra Pradesh
Plot/Land,Visakhapatnam,24.0, L,1329.0,1805,Andhra Pradesh
Plot/Land,Visakhapatnam,20.0, L,1330.0,1503,Andhra Pradesh
Plot/Land,Visakhapatnam,24.0, L,1331.0,1802,Andhra Pradesh
Plot/Land,Visakhapatnam,20.0, L,1331.0,1502,Andhra Pradesh
Plot/Land,Vijayawada,46.4, L,1332.0,3483,Andhra Pradesh
Plot/Land,Visakhapatnam,37.3, L,1332.0,2799,Andhra Pradesh
Plot/Land,Vijayawada,26.51, L,1332.0,1989,Andhra Pradesh
Plot/Land,Visakhapatnam,24.85, L,1332.0,1865,Andhra Pradesh
Plot/Land,Vijayawada,16299999.999999998, Cr,1333.0,12240,Andhra Pradesh
Plot/Land,Vijayawada,10800000.0, Cr,1333.0,8172,Andhra Pradesh
Plot/Land,Vijayawada,59.4, L,1333.0,4455,Andhra Pradesh
Plot/Land,Vijayawada,54.36, L,1333.0,4077,Andhra Pradesh
Plot/Land,Vijayawada,53.28, L,1333.0,3996,Andhra Pradesh
Plot/Land,Guntur,48.0, L,1333.0,3600,Andhra Pradesh
Plot/Land,Vijayawada,44.88, L,1333.0,3366,Andhra Pradesh
Plot/Land,Vijayawada,44.52, L,1333.0,3339,Andhra Pradesh
Plot/Land,Vijayawada,42.84, L,1333.0,3213,Andhra Pradesh
Plot/Land,Vijayawada,42.24, L,1333.0,3168,Andhra Pradesh
Plot/Land,Vijayawada,42.0, L,1333.0,3150,Andhra Pradesh
Plot/Land,Vijayawada,40.32, L,1333.0,3024,Andhra Pradesh
Plot/Land,Vijayawada,39.24, L,1333.0,2943,Andhra Pradesh
Plot/Land,Vijayawada,36.84, L,1333.0,2763,Andhra Pradesh
Plot/Land,Vijayawada,36.6, L,1333.0,2745,Andhra Pradesh
Plot/Land,Srikakulam,36.0, L,1333.0,2700,Andhra Pradesh
Plot/Land,Vijayawada,35.4, L,1333.0,2655,Andhra Pradesh
Plot/Land,Vijayawada,35.16, L,1333.0,2637,Andhra Pradesh
Plot/Land,Vijayawada,33.36, L,1333.0,2502,Andhra Pradesh
Plot/Land,Vijayawada,33.0, L,1333.0,2475,Andhra Pradesh
Plot/Land,Vijayawada,32.52, L,1333.0,2439,Andhra Pradesh
Plot/Land,Vijayawada,32.4, L,1333.0,2430,Andhra Pradesh
Plot/Land,Vijayawada,32.04, L,1333.0,2403,Andhra Pradesh
Plot/Land,Vijayawada,31.8, L,1333.0,2385,Andhra Pradesh
Plot/Land,Vijayawada,31.2, L,1333.0,2340,Andhra Pradesh
Plot/Land,Vijayawada,30.72, L,1333.0,2304,Andhra Pradesh
Plot/Land,Vijayawada,29.76, L,1333.0,2232,Andhra Pradesh
Plot/Land,Vijayawada,29.16, L,1333.0,2187,Andhra Pradesh
Plot/Land,Vijayawada,28.92, L,1333.0,2169,Andhra Pradesh
Plot/Land,Guntur,28.8, L,1333.0,2160,Andhra Pradesh
Plot/Land,Visakhapatnam,28.8, L,1333.0,2160,Andhra Pradesh
Plot/Land,Vijayawada,28.56, L,1333.0,2142,Andhra Pradesh
Plot/Land,Visakhapatnam,28.32, L,1333.0,2124,Andhra Pradesh
Plot/Land,Vijayawada,27.96, L,1333.0,2097,Andhra Pradesh
Plot/Land,Vijayawada,27.84, L,1333.0,2088,Andhra Pradesh
Plot/Land,Vijayawada,27.12, L,1333.0,2034,Andhra Pradesh
Plot/Land,Vijayawada,26.88, L,1333.0,2016,Andhra Pradesh
Plot/Land,Vijayawada,26.52, L,1333.0,1989,Andhra Pradesh
Plot/Land,Visakhapatnam,26.4, L,1333.0,1980,Andhra Pradesh
Plot/Land,Vijayawada,26.28, L,1333.0,1971,Andhra Pradesh
Plot/Land,Vijayawada,26.04, L,1333.0,1953,Andhra Pradesh
Plot/Land,Vijayawada,25.92, L,1333.0,1944,Andhra Pradesh
Plot/Land,Vijayawada,25.8, L,1333.0,1935,Andhra Pradesh
Plot/Land,Vijayawada,25.32, L,1333.0,1899,Andhra Pradesh
Plot/Land,Vijayawada,25.2, L,1333.0,1890,Andhra Pradesh
Plot/Land,Guntur,25.08, L,1333.0,1881,Andhra Pradesh
Plot/Land,Vijayawada,25.08, L,1333.0,1881,Andhra Pradesh
Plot/Land,Vijayawada,24.96, L,1333.0,1872,Andhra Pradesh
Plot/Land,Vijayawada,24.84, L,1333.0,1863,Andhra Pradesh
Plot/Land,Vizianagaram,24.72, L,1333.0,1854,Andhra Pradesh
Plot/Land,Vijayawada,24.72, L,1333.0,1854,Andhra Pradesh
Plot/Land,Vijayawada,24.12, L,1333.0,1809,Andhra Pradesh
Plot/Land,Vijayawada,23.99, L,1333.0,1800,Andhra Pradesh
Plot/Land,Guntur,24.0, L,1333.0,1800,Andhra Pradesh
Plot/Land,Visakhapatnam,24.0, L,1333.0,1800,Andhra Pradesh
Plot/Land,Vijayawada,24.0, L,1333.0,1800,Andhra Pradesh
Plot/Land,Vijayawada,23.64, L,1333.0,1773,Andhra Pradesh
Plot/Land,Vijayawada,22.68, L,1333.0,1701,Andhra Pradesh
Plot/Land,Vijayawada,22.44, L,1333.0,1683,Andhra Pradesh
Plot/Land,Vijayawada,22.32, L,1333.0,1674,Andhra Pradesh
Plot/Land,Vizianagaram,21.96, L,1333.0,1647,Andhra Pradesh
Plot/Land,Vijayawada,21.36, L,1333.0,1602,Andhra Pradesh
Plot/Land,Vijayawada,20.76, L,1333.0,1557,Andhra Pradesh
Plot/Land,Vijayawada,20.04, L,1333.0,1503,Andhra Pradesh
Plot/Land,Vijayawada,20.0, L,1333.0,1500,Andhra Pradesh
Plot/Land,Vijayawada,19.99, L,1333.0,1500,Andhra Pradesh
Plot/Land,Guntur,20.0, L,1333.0,1500,Andhra Pradesh
Plot/Land,Vijayawada,19.44, L,1333.0,1458,Andhra Pradesh
Plot/Land,Vijayawada,19.2, L,1333.0,1440,Andhra Pradesh
Plot/Land,Vijayawada,18.6, L,1333.0,1395,Andhra Pradesh
Plot/Land,Vijayawada,18.0, L,1333.0,1350,Andhra Pradesh
Plot/Land,Kakinada,17.64, L,1333.0,1323,Andhra Pradesh
Plot/Land,Vijayawada,17.4, L,1333.0,1305,Andhra Pradesh
Plot/Land,Vijayawada,17.04, L,1333.0,1278,Andhra Pradesh
Plot/Land,Vijayawada,16.08, L,1333.0,1206,Andhra Pradesh
Villa/Independent House,Vijayawada,16.0, L,1333.0,1200,Andhra Pradesh
Plot/Land,Vijayawada,15.96, L,1333.0,1197,Andhra Pradesh
Plot/Land,Vijayawada,15.0, L,1333.0,1125,Andhra Pradesh
Plot/Land,Vijayawada,12.0, L,1333.0,900,Andhra Pradesh
Plot/Land,Visakhapatnam,40.0, L,1334.0,2997,Andhra Pradesh
Plot/Land,Kakinada,22.0, L,1335.0,1647,Andhra Pradesh
Plot/Land,Visakhapatnam,15.0, L,1335.0,1123,Andhra Pradesh
Plot/Land,Visakhapatnam,16.0, L,1336.0,1197,Andhra Pradesh
Plot/Land,Vijayawada,2.5, L,1336.0,187,Andhra Pradesh
Plot/Land,Vijayawada,27.5, L,1340.0,2052,Andhra Pradesh
Plot/Land,Vijayawada,19.56, L,1341.0,1458,Andhra Pradesh
Plot/Land,Visakhapatnam,35.0, L,1346.0,2600,Andhra Pradesh
Plot/Land,Tirupati,16.2, L,1350.0,1200,Andhra Pradesh
Plot/Land,Visakhapatnam,11.0, L,1358.0,810,Andhra Pradesh
Plot/Land,Tirupati,24.5, L,1361.0,1800,Andhra Pradesh
Plot/Land,Ongole,27.0, L,1363.0,1980,Andhra Pradesh
Plot/Land,Guntur,50.0, L,1365.0,3663,Andhra Pradesh
Plot/Land,Visakhapatnam,25.0, L,1366.0,1830,Andhra Pradesh
Plot/Land,Visakhapatnam,24.6, L,1366.0,1800,Andhra Pradesh
Plot/Land,Visakhapatnam,22.14, L,1366.0,1620,Andhra Pradesh
Plot/Land,Visakhapatnam,16.35, L,1366.0,1197,Andhra Pradesh
Plot/Land,Visakhapatnam,26.0, L,1368.0,1900,Andhra Pradesh
Plot/Land,Visakhapatnam,35.0, L,1369.0,2556,Andhra Pradesh
Plot/Land,Visakhapatnam,33.0, L,1375.0,2400,Andhra Pradesh
Plot/Land,Nellore,33.0, L,1375.0,2400,Andhra Pradesh
Plot/Land,Prakasam,25.0, L,1375.0,1818,Andhra Pradesh
Plot/Land,Visakhapatnam,27.28, L,1377.0,1980,Andhra Pradesh
Plot/Land,Visakhapatnam,24.8, L,1377.0,1800,Andhra Pradesh
Plot/Land,Visakhapatnam,22.32, L,1377.0,1620,Andhra Pradesh
Plot/Land,Visakhapatnam,20.7, L,1377.0,1503,Andhra Pradesh
Plot/Land,Vijayawada,19.98, L,1377.0,1450,Andhra Pradesh
Plot/Land,Visakhapatnam,16.74, L,1377.0,1215,Andhra Pradesh
Plot/Land,Visakhapatnam,16.49, L,1377.0,1197,Andhra Pradesh
Plot/Land,Visakhapatnam,25.0, L,1380.0,1811,Andhra Pradesh
Plot/Land,Guntur,22.75, L,1381.0,1647,Andhra Pradesh
Plot/Land,Visakhapatnam,36.0, L,1384.0,2601,Andhra Pradesh
Plot/Land,Visakhapatnam,25.0, L,1385.0,1805,Andhra Pradesh
Plot/Land,Visakhapatnam,20.83, L,1385.0,1503,Andhra Pradesh
Plot/Land,Visakhapatnam,38.5, L,1388.0,2772,Andhra Pradesh
Plot/Land,Visakhapatnam,30.0, L,1388.0,2160,Andhra Pradesh
Plot/Land,Guntur,30.0, L,1388.0,2160,Andhra Pradesh
Plot/Land,Tirupati,30.0, L,1388.0,2160,Andhra Pradesh
Plot/Land,Visakhapatnam,27.5, L,1388.0,1980,Andhra Pradesh
Plot/Land,Visakhapatnam,25.0, L,1388.0,1800,Andhra Pradesh
Plot/Land,Tirupati,25.0, L,1388.0,1800,Andhra Pradesh
Plot/Land,Nellore,25.0, L,1388.0,1800,Andhra Pradesh
Plot/Land,Guntur,25.0, L,1388.0,1800,Andhra Pradesh
Plot/Land,Visakhapatnam,22.87, L,1388.0,1647,Andhra Pradesh
Plot/Land,Vijayawada,22.5, L,1388.0,1620,Andhra Pradesh
Plot/Land,Visakhapatnam,22.5, L,1388.0,1620,Andhra Pradesh
Plot/Land,Tirupati,22.5, L,1388.0,1620,Andhra Pradesh
Plot/Land,Visakhapatnam,21.25, L,1388.0,1530,Andhra Pradesh
Plot/Land,Visakhapatnam,20.87, L,1388.0,1503,Andhra Pradesh
Plot/Land,Vijayawada,20.87, L,1388.0,1503,Andhra Pradesh
Plot/Land,Visakhapatnam,18.75, L,1388.0,1350,Andhra Pradesh
Plot/Land,Vijayawada,18.75, L,1388.0,1350,Andhra Pradesh
Plot/Land,Visakhapatnam,18.37, L,1388.0,1323,Andhra Pradesh
Plot/Land,Visakhapatnam,16.87, L,1388.0,1215,Andhra Pradesh
Plot/Land,Guntur,16.75, L,1388.0,1206,Andhra Pradesh
Plot/Land,Visakhapatnam,16.62, L,1388.0,1197,Andhra Pradesh
Plot/Land,Vijayawada,46.88, L,1392.0,3366,Andhra Pradesh
Plot/Land,Visakhapatnam,39.0, L,1392.0,2800,Andhra Pradesh
Plot/Land,Visakhapatnam,23.0, L,1394.0,1649,Andhra Pradesh
Plot/Land,Visakhapatnam,25.0, L,1396.0,1790,Andhra Pradesh
Plot/Land,Vizianagaram,23.0, L,1396.0,1647,Andhra Pradesh
Plot/Land,Visakhapatnam,23.0, L,1396.0,1647,Andhra Pradesh
Plot/Land,Vijayawada,28.0, L,1397.0,2003,Andhra Pradesh
Plot/Land,Visakhapatnam,26.0, L,1397.0,1861,Andhra Pradesh
Plot/Land,Visakhapatnam,26.0, L,1397.0,1860,Andhra Pradesh
Plot/Land,Visakhapatnam,21.0, L,1398.0,1502,Andhra Pradesh
Plot/Land,Visakhapatnam,28.0, L,1400.0,2000,Andhra Pradesh
Plot/Land,Tirupati,28.0, L,1400.0,2000,Andhra Pradesh
Plot/Land,Visakhapatnam,21.04, L,1400.0,1503,Andhra Pradesh
Plot/Land,Visakhapatnam,26.0, L,1403.0,1852,Andhra Pradesh
Plot/Land,Guntur,16.8, L,1403.0,1197,Andhra Pradesh
Plot/Land,Visakhapatnam,26.0, L,1407.0,1847,Andhra Pradesh
Plot/Land,Visakhapatnam,19.0, L,1407.0,1350,Andhra Pradesh
Plot/Land,Visakhapatnam,21.2, L,1410.0,1503,Andhra Pradesh
Plot/Land,Visakhapatnam,33.9, L,1411.0,2403,Andhra Pradesh
Plot/Land,Visakhapatnam,25.39, L,1411.0,1800,Andhra Pradesh
Plot/Land,Visakhapatnam,22.86, L,1411.0,1620,Andhra Pradesh
Plot/Land,Visakhapatnam,21.2, L,1411.0,1503,Andhra Pradesh
Plot/Land,Visakhapatnam,16.89, L,1411.0,1197,Andhra Pradesh
Plot/Land,Visakhapatnam,13.49, L,1412.0,956,Andhra Pradesh
Plot/Land,Visakhapatnam,26.0, L,1413.0,1840,Andhra Pradesh
Plot/Land,Rajahmundry,21.0, L,1414.0,1485,Andhra Pradesh
Plot/Land,Visakhapatnam,20.0, L,1415.0,1413,Andhra Pradesh
Plot/Land,Visakhapatnam,26.0, L,1416.0,1836,Andhra Pradesh
Plot/Land,Visakhapatnam,25.5, L,1416.0,1800,Andhra Pradesh
Plot/Land,Visakhapatnam,17.0, L,1416.0,1200,Andhra Pradesh
Plot/Land,Visakhapatnam,37.0, L,1417.0,2610,Andhra Pradesh
Plot/Land,Visakhapatnam,17.5, L,1417.0,1235,Andhra Pradesh
Plot/Land,Visakhapatnam,20.0, L,1418.0,1410,Andhra Pradesh
Plot/Land,Visakhapatnam,46.0, L,1419.0,3240,Andhra Pradesh
Plot/Land,Visakhapatnam,11.5, L,1419.0,810,Andhra Pradesh
Plot/Land,Visakhapatnam,36.8, L,1420.0,2590,Andhra Pradesh
Plot/Land,Visakhapatnam,25.65, L,1425.0,1800,Andhra Pradesh
Plot/Land,Visakhapatnam,26.0, L,1426.0,1823,Andhra Pradesh
Plot/Land,Visakhapatnam,60.0, L,1427.0,4203,Andhra Pradesh
Plot/Land,Visakhapatnam,40.0, L,1428.0,2800,Andhra Pradesh
Plot/Land,Visakhapatnam,21.5, L,1429.0,1504,Andhra Pradesh
Plot/Land,Visakhapatnam,25.75, L,1430.0,1800,Andhra Pradesh
Plot/Land,Visakhapatnam,25.0, L,1431.0,1746,Andhra Pradesh
Plot/Land,Tirupati,26.0, L,1432.0,1815,Andhra Pradesh
Plot/Land,Visakhapatnam,46.0, L,1435.0,3204,Andhra Pradesh
Plot/Land,Visakhapatnam,34.5, L,1435.0,2403,Andhra Pradesh
Plot/Land,Visakhapatnam,26.0, L,1437.0,1809,Andhra Pradesh
Plot/Land,Visakhapatnam,26.0, L,1438.0,1807,Andhra Pradesh
Plot/Land,Visakhapatnam,25.9, L,1438.0,1800,Andhra Pradesh
Plot/Land,Visakhapatnam,28.5, L,1439.0,1980,Andhra Pradesh
Plot/Land,Visakhapatnam,26.0, L,1439.0,1806,Andhra Pradesh
Plot/Land,Visakhapatnam,26.0, L,1440.0,1805,Andhra Pradesh
Plot/Land,Visakhapatnam,26.0, L,1441.0,1804,Andhra Pradesh
Plot/Land,Visakhapatnam,75.0, L,1442.0,5200,Andhra Pradesh
Plot/Land,Visakhapatnam,26.0, L,1442.0,1803,Andhra Pradesh
Plot/Land,Visakhapatnam,26.0, L,1442.0,1802,Andhra Pradesh
Plot/Land,Visakhapatnam,40.0, L,1443.0,2772,Andhra Pradesh
Plot/Land,Visakhapatnam,21.7, L,1443.0,1503,Andhra Pradesh
Plot/Land,Guntur,26000000.0, Cr,1444.0,18000,Andhra Pradesh
Plot/Land,Visakhapatnam,13000000.0, Cr,1444.0,9000,Andhra Pradesh
Plot/Land,Visakhapatnam,52.0, L,1444.0,3600,Andhra Pradesh
Plot/Land,Guntur,41.6, L,1444.0,2880,Andhra Pradesh
Plot/Land,Visakhapatnam,39.0, L,1444.0,2700,Andhra Pradesh
Plot/Land,Visakhapatnam,34.71, L,1444.0,2403,Andhra Pradesh
Plot/Land,Visakhapatnam,34.7, L,1444.0,2403,Andhra Pradesh
Plot/Land,Visakhapatnam,28.6, L,1444.0,1980,Andhra Pradesh
Plot/Land,Visakhapatnam,26.26, L,1444.0,1818,Andhra Pradesh
Plot/Land,Visakhapatnam,26.0, L,1444.0,1800,Andhra Pradesh
Plot/Land,Guntur,26.0, L,1444.0,1800,Andhra Pradesh
Plot/Land,Vizianagaram,26.0, L,1444.0,1800,Andhra Pradesh
Plot/Land,Visakhapatnam,25.99, L,1444.0,1800,Andhra Pradesh
Plot/Land,Visakhapatnam,25.22, L,1444.0,1746,Andhra Pradesh
Plot/Land,Visakhapatnam,23.4, L,1444.0,1620,Andhra Pradesh
Plot/Land,Visakhapatnam,21.71, L,1444.0,1503,Andhra Pradesh
Plot/Land,Guntur,21.71, L,1444.0,1503,Andhra Pradesh
Plot/Land,Guntur,19.5, L,1444.0,1350,Andhra Pradesh
Plot/Land,Visakhapatnam,19.5, L,1444.0,1350,Andhra Pradesh
Plot/Land,Visakhapatnam,19.49, L,1444.0,1350,Andhra Pradesh
Plot/Land,Vizianagaram,17.55, L,1444.0,1215,Andhra Pradesh
Plot/Land,Visakhapatnam,17.29, L,1444.0,1197,Andhra Pradesh
Plot/Land,Visakhapatnam,21.75, L,1445.0,1505,Andhra Pradesh
Plot/Land,Guntur,16.0, L,1445.0,1107,Andhra Pradesh
Plot/Land,Visakhapatnam,34.58, L,1449.0,2385,Andhra Pradesh
Plot/Land,Visakhapatnam,30.0, L,1449.0,2070,Andhra Pradesh
Plot/Land,Visakhapatnam,35.0, L,1454.0,2406,Andhra Pradesh
Plot/Land,Visakhapatnam,32.0, L,1454.0,2200,Andhra Pradesh
Plot/Land,Visakhapatnam,39.0, L,1456.0,2678,Andhra Pradesh
Plot/Land,Visakhapatnam,35.0, L,1456.0,2403,Andhra Pradesh
Plot/Land,Vizianagaram,24.0, L,1457.0,1647,Andhra Pradesh
Plot/Land,Visakhapatnam,24.0, L,1457.0,1647,Andhra Pradesh
Plot/Land,Visakhapatnam,22.0, L,1457.0,1509,Andhra Pradesh
Plot/Land,Visakhapatnam,35.0, L,1458.0,2400,Andhra Pradesh
Plot/Land,Visakhapatnam,21.0, L,1458.0,1440,Andhra Pradesh
Plot/Land,Visakhapatnam,70.0, L,1461.0,4788,Andhra Pradesh
Plot/Land,Visakhapatnam,39.0, L,1462.0,2666,Andhra Pradesh
Plot/Land,Visakhapatnam,22.0, L,1462.0,1504,Andhra Pradesh
Plot/Land,Visakhapatnam,22.0, L,1463.0,1503,Andhra Pradesh
Plot/Land,Vizianagaram,22.0, L,1463.0,1503,Andhra Pradesh
Plot/Land,Visakhapatnam,22.0, L,1466.0,1500,Andhra Pradesh
Plot/Land,Visakhapatnam,53.0, L,1472.0,3600,Andhra Pradesh
Plot/Land,Vizianagaram,26.5, L,1472.0,1800,Andhra Pradesh
Plot/Land,Visakhapatnam,26.5, L,1472.0,1800,Andhra Pradesh
Plot/Land,Visakhapatnam,27.0, L,1473.0,1832,Andhra Pradesh
Plot/Land,Visakhapatnam,18000000.0, Cr,1481.0,12150,Andhra Pradesh
Plot/Land,Vijayawada,19.99, L,1481.0,1350,Andhra Pradesh
Plot/Land,Visakhapatnam,27.0, L,1485.0,1818,Andhra Pradesh
Plot/Land,Visakhapatnam,35.77, L,1488.0,2403,Andhra Pradesh
Plot/Land,Visakhapatnam,26.8, L,1488.0,1800,Andhra Pradesh
Plot/Land,Visakhapatnam,27.0, L,1495.0,1806,Andhra Pradesh
Plot/Land,Visakhapatnam,17.95, L,1496.0,1200,Andhra Pradesh
Plot/Land,Visakhapatnam,25.0, L,1497.0,1670,Andhra Pradesh
Plot/Land,Visakhapatnam,22.5, L,1497.0,1503,Andhra Pradesh
Plot/Land,Visakhapatnam,22.54, L,1499.0,1503,Andhra Pradesh
Plot/Land,Visakhapatnam,12900000.0, Cr,1500.0,8640,Andhra Pradesh
Plot/Land,Visakhapatnam,12500000.0, Cr,1500.0,8388,Andhra Pradesh
Plot/Land,Tirupati,66.0, L,1500.0,4400,Andhra Pradesh
Plot/Land,Visakhapatnam,59.99, L,1500.0,3999,Andhra Pradesh
Plot/Land,Visakhapatnam,33.75, L,1500.0,2250,Andhra Pradesh
Plot/Land,Visakhapatnam,29.7, L,1500.0,1980,Andhra Pradesh
Plot/Land,Vizianagaram,27.0, L,1500.0,1800,Andhra Pradesh
Plot/Land,Visakhapatnam,27.0, L,1500.0,1800,Andhra Pradesh
Plot/Land,Visakhapatnam,24.7, L,1500.0,1647,Andhra Pradesh
Plot/Land,Visakhapatnam,22.54, L,1500.0,1503,Andhra Pradesh
Plot/Land,Vijayawada,20.25, L,1500.0,1350,Andhra Pradesh
Plot/Land,Visakhapatnam,45.0, L,1501.0,2997,Andhra Pradesh
Plot/Land,Visakhapatnam,18.0, L,1503.0,1197,Andhra Pradesh
Villa/Independent House,Guntur,19.9, L,1504.0,1323,Andhra Pradesh
Plot/Land,Visakhapatnam,28.0, L,1505.0,1860,Andhra Pradesh
Plot/Land,Vijayawada,20.0, L,1511.0,1323,Andhra Pradesh
Apartment,Visakhapatnam,39.71, L,1521.0,2610,Andhra Pradesh
Plot/Land,Visakhapatnam,17.51, L,1521.0,1151,Andhra Pradesh
Plot/Land,Tirupati,45.0, L,1522.0,2956,Andhra Pradesh
Plot/Land,Visakhapatnam,22.87, L,1522.0,1503,Andhra Pradesh
Plot/Land,Visakhapatnam,32.0, L,1523.0,2100,Andhra Pradesh
Plot/Land,Visakhapatnam,28.0, L,1524.0,1837,Andhra Pradesh
Plot/Land,Vijayawada,16.33, L,1524.0,1071,Andhra Pradesh
Plot/Land,Visakhapatnam,27.5, L,1527.0,1800,Andhra Pradesh
Plot/Land,Vizianagaram,23.0, L,1530.0,1503,Andhra Pradesh
Plot/Land,Visakhapatnam,23.0, L,1530.0,1503,Andhra Pradesh
Plot/Land,Visakhapatnam,43.0, L,1531.0,2808,Andhra Pradesh
Plot/Land,Visakhapatnam,28.0, L,1533.0,1826,Andhra Pradesh
Plot/Land,Visakhapatnam,20.7, L,1533.0,1350,Andhra Pradesh
Plot/Land,Visakhapatnam,46.0, L,1534.0,2997,Andhra Pradesh
Plot/Land,Visakhapatnam,40.0, L,1538.0,2600,Andhra Pradesh
Plot/Land,Visakhapatnam,28.0, L,1538.0,1820,Andhra Pradesh
Plot/Land,Tirupati,20.0, L,1538.0,1300,Andhra Pradesh
Plot/Land,Visakhapatnam,37.0, L,1539.0,2403,Andhra Pradesh
Plot/Land,Visakhapatnam,23.63, L,1544.0,1530,Andhra Pradesh
Plot/Land,Visakhapatnam,28.0, L,1546.0,1810,Andhra Pradesh
Plot/Land,Visakhapatnam,28.0, L,1547.0,1809,Andhra Pradesh
Plot/Land,Guntur,35.0, L,1549.0,2259,Andhra Pradesh
Plot/Land,Visakhapatnam,67.0, L,1550.0,4320,Andhra Pradesh
Plot/Land,Visakhapatnam,62.0, L,1550.0,4000,Andhra Pradesh
Plot/Land,Tirupati,31.0, L,1550.0,2000,Andhra Pradesh
Plot/Land,Visakhapatnam,28.0, L,1550.0,1806,Andhra Pradesh
Plot/Land,Visakhapatnam,62.0, L,1551.0,3996,Andhra Pradesh
Plot/Land,Visakhapatnam,28.0, L,1552.0,1804,Andhra Pradesh
Plot/Land,Visakhapatnam,28.0, L,1552.0,1803,Andhra Pradesh
Plot/Land,Visakhapatnam,28.0, L,1553.0,1802,Andhra Pradesh
Plot/Land,Visakhapatnam,93.52, L,1555.0,6012,Andhra Pradesh
Plot/Land,Guntur,70.0, L,1555.0,4500,Andhra Pradesh
Plot/Land,Visakhapatnam,56.0, L,1555.0,3600,Andhra Pradesh
Plot/Land,Guntur,42.0, L,1555.0,2700,Andhra Pradesh
Plot/Land,Visakhapatnam,42.0, L,1555.0,2700,Andhra Pradesh
Plot/Land,Visakhapatnam,36.4, L,1555.0,2340,Andhra Pradesh
Plot/Land,Guntur,35.0, L,1555.0,2250,Andhra Pradesh
Plot/Land,Guntur,28.7, L,1555.0,1845,Andhra Pradesh
Plot/Land,Visakhapatnam,28.0, L,1555.0,1800,Andhra Pradesh
Plot/Land,Guntur,28.0, L,1555.0,1800,Andhra Pradesh
Plot/Land,Guntur,27.3, L,1555.0,1755,Andhra Pradesh
Plot/Land,Guntur,25.9, L,1555.0,1665,Andhra Pradesh
Plot/Land,Vijayawada,25.76, L,1555.0,1656,Andhra Pradesh
Plot/Land,Guntur,25.62, L,1555.0,1647,Andhra Pradesh
Plot/Land,Visakhapatnam,25.62, L,1555.0,1647,Andhra Pradesh
