property_type,city,total_price,unit,builtup_area_sqft,area,state,duplicate_type,dataset,prop_id,address,resale,owntype,bhk,bathrooms,balcony_num,furnish,facing,property_age,floor_num,total_floor,prop_name,min_price,max_price,price_sqft,building_id,superbuiltup_sqft,brokerage,min_area_sqft,max_area_sqft,expiry_date,price,class_label,total_landmark_count,contact_company_name,locality,price_currency,property_status,new/resale,price_negotiable,description,security_deposit,furnished,lift(s),full_power_backup,24_x_7_security,children's_play_area,club_house,gymnasium,swimming_pool,sports_facility,jogging_track,landscaped_gardens,locality_score,project_score,builder_experience,intercom,indoor_games,atm,maintenance_staff,staff_quarter,multipurpose_room,car_parking,hospital,school,pincode,vaastu_compliant,cafeteria,rain_water_harvesting,golf_course
Villa/Independent House,Raipur,37.0, L,2466.0,1500.0,Chattisgarh,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartment,Raipur,26.0, L,2476.0,1050.0,Chattisgarh,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Raipur,49.99, L,2499.0,2000.0,Chattisgarh,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Durg,45.0, L,2500.0,1800.0,Chattisgarh,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Raipur,30.0, L,2500.0,1200.0,Chattisgarh,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Raipur,25.0, L,2500.0,1000.0,Chattisgarh,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Raipur,25.0, L,2500.0,1000.0,Chattisgarh,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Bilaspur,25.0, L,2500.0,1000.0,Chattisgarh,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Raipur,20.0, L,2500.0,800.0,Chattisgarh,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Raipur,11299999.999999998, Cr,2516.0,4500.0,Chattisgarh,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Raipur,37.75, L,2516.0,1500.0,Chattisgarh,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartment,Raipur,16.0, L,2519.0,635.0,Chattisgarh,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Raipur,50.5, L,2525.0,2000.0,Chattisgarh,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Raipur,37.9, L,2526.0,1500.0,Chattisgarh,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartment,Raipur,27.0, L,2528.0,1068.0,Chattisgarh,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Raipur,40.81, L,2550.0,1600.0,Chattisgarh,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Raipur,25.51, L,2551.0,1000.0,Chattisgarh,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartment,Raipur,35.99, L,2574.0,1398.0,Chattisgarh,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Raipur,30.5, L,2584.0,1180.0,Chattisgarh,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Raipur,25.9, L,2590.0,1000.0,Chattisgarh,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Raipur,39.0, L,2600.0,1500.0,Chattisgarh,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartment,Raipur,37.31, L,2600.0,1435.0,Chattisgarh,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Raipur,44.5, L,2617.0,1700.0,Chattisgarh,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Raipur,40.0, L,2666.0,1500.0,Chattisgarh,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Raipur,40.0, L,2666.0,1500.0,Chattisgarh,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Raipur,26.9, L,2690.0,1000.0,Chattisgarh,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Raipur,26.9, L,2690.0,1000.0,Chattisgarh,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartment,Raipur,56.7, L,2700.0,2100.0,Chattisgarh,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Raipur,37.0, L,2700.0,1370.0,Chattisgarh,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Raipur,27.0, L,2700.0,1000.0,Chattisgarh,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Raipur,15.0, L,2727.0,550.0,Chattisgarh,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Raipur,55.0, L,2750.0,2000.0,Chattisgarh,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Raipur,14.99, L,2750.0,545.0,Chattisgarh,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Raipur,44.56, L,2785.0,1600.0,Chattisgarh,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Raipur,42.0, L,2800.0,1500.0,Chattisgarh,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartment,Raipur,36.4, L,2800.0,1300.0,Chattisgarh,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartment,Raipur,32.22, L,2800.0,1151.0,Chattisgarh,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartment,Raipur,32.2, L,2800.0,1150.0,Chattisgarh,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Raipur,28.0, L,2800.0,1000.0,Chattisgarh,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartment,Raipur,18.23, L,2800.0,651.0,Chattisgarh,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Raipur,45.0, L,2812.0,1600.0,Chattisgarh,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Raipur,15.5, L,2818.0,550.0,Chattisgarh,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Raipur,15.5, L,2818.0,550.0,Chattisgarh,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Raipur,42.56, L,2837.0,1500.0,Chattisgarh,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Raipur,28.51, L,2851.0,1000.0,Chattisgarh,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Raipur,46.0, L,2875.0,1600.0,Chattisgarh,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Raipur,25.99, L,2887.0,900.0,Chattisgarh,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Raipur,26.0, L,2888.0,900.0,Chattisgarh,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Raipur,29.0, L,2900.0,1000.0,Chattisgarh,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Raipur,35.0, L,2916.0,1200.0,Chattisgarh,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Raipur,32.0, L,2962.0,1080.0,Chattisgarh,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Raipur,60.0, L,3000.0,2000.0,Chattisgarh,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Raipur,45.0, L,3000.0,1500.0,Chattisgarh,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Raipur,45.0, L,3000.0,1500.0,Chattisgarh,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Raipur,39.0, L,3000.0,1300.0,Chattisgarh,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Raipur,30.0, L,3000.0,1000.0,Chattisgarh,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Raipur,28.51, L,3001.0,950.0,Chattisgarh,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Raipur,46.0, L,3026.0,1520.0,Chattisgarh,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Raipur,54.9, L,3050.0,1800.0,Chattisgarh,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Raipur,54.9, L,3050.0,1800.0,Chattisgarh,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Raipur,60.0, L,3076.0,1950.0,Chattisgarh,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Raipur,40.0, L,3076.0,1300.0,Chattisgarh,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Raipur,55.8, L,3100.0,1800.0,Chattisgarh,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartment,Raipur,55.5, L,3100.0,1790.0,Chattisgarh,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Raipur,40.0, L,3129.0,1278.0,Chattisgarh,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Raipur,40.0, L,3129.0,1278.0,Chattisgarh,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Raipur,63.75, L,3187.0,2000.0,Chattisgarh,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Raipur,51.0, L,3187.0,1600.0,Chattisgarh,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Raipur,40.0, L,3200.0,1250.0,Chattisgarh,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartment,Raipur,38.59, L,3200.0,1206.0,Chattisgarh,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Raipur,40.0, L,3205.0,1248.0,Chattisgarh,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Raipur,45.0, L,3214.0,1400.0,Chattisgarh,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Raipur,65.0, L,3250.0,2000.0,Chattisgarh,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Raipur,50.0, L,3267.0,1530.0,Chattisgarh,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Raipur,49.99, L,3267.0,1530.0,Chattisgarh,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Raipur,50.0, L,3267.0,1530.0,Chattisgarh,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Raipur,50.0, L,3270.0,1529.0,Chattisgarh,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Raipur,49.99, L,3270.0,1529.0,Chattisgarh,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Raipur,29.51, L,3278.0,900.0,Chattisgarh,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Raipur,21.9, L,3318.0,660.0,Chattisgarh,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Raipur,80.0, L,3333.0,2400.0,Chattisgarh,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Raipur,50.0, L,3333.0,1500.0,Chattisgarh,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Raipur,50.0, L,3333.0,1500.0,Chattisgarh,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Raipur,28.82, L,3391.0,850.0,Chattisgarh,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Raipur,75.0, L,3409.0,2200.0,Chattisgarh,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Raipur,33.13, L,3423.0,968.0,Chattisgarh,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Raipur,67.37, L,3499.0,1925.0,Chattisgarh,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Raipur,90.12, L,3500.0,2575.0,Chattisgarh,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Raipur,70.57, L,3528.0,2000.0,Chattisgarh,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Raipur,28.5, L,3562.0,800.0,Chattisgarh,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Raipur,28.51, L,3563.0,800.0,Chattisgarh,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Raipur,65.0, L,3611.0,1800.0,Chattisgarh,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Raipur,40.0, L,3636.0,1100.0,Chattisgarh,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Raipur,35.73, L,3691.0,968.0,Chattisgarh,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Raipur,53.26, L,3758.0,1417.0,Chattisgarh,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Raipur,75.0, L,3797.0,1975.0,Chattisgarh,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Raipur,55.0, L,4400.0,1250.0,Chattisgarh,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Raipur,11000000.0, Cr,4583.0,2400.0,Chattisgarh,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Raipur,50.0, L,4608.0,1085.0,Chattisgarh,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Raipur,20000000.0, Cr,5000.0,4000.0,Chattisgarh,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Raipur,75.0, L,5000.0,1500.0,Chattisgarh,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Raipur,20000000.0, Cr,6666.0,3000.0,Chattisgarh,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Raipur,16.91, L,890.0,1900.0,Chattisgarh,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Raipur,8.9, L,890.0,1000.0,Chattisgarh,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Delhi,546100000.0, Cr,100916.0,5412.0,Delhi,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Delhi,546100000.0, Cr,100916.0,5412.0,Delhi,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Villa/Independent House,Delhi,546100000.0, Cr,100922.0,5412.0,Delhi,exact_duplicate,dataset_1_statewise_up_cleaned.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
