locality,builtup_area_sqft,total_price,price_currency,property_status,new/resale,price_negotiable,description,security_deposit,facing,furnished,property_age,lift(s),full_power_backup,24_x_7_security,children's_play_area,club_house,gymnasium,swimming_pool,sports_facility,jogging_track,landscaped_gardens,locality_score,project_score,builder_experience,hospital,multipurpose_room,rain_water_harvesting,vaastu_compliant,atm,car_parking,intercom,maintenance_staff,school,pincode,staff_quarter,golf_course,cafeteria,indoor_games
Mohali Village,1800.0,9600000.0,INR,,1,0,"This plot is situated in Mohali Village. It has an area of 1800 sqft. The property is available at a price of Rs. 96.00 lac . It is east facing property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. Please contact us for more details. ",1,east,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Ambala Highway,900.0,3700000.0,INR,,1,1,"Situated at a prime location Central Town Zirakpur is just 5 minutes drive from Chandigarh Ambala National Highway. It's close proximity to the upcoming ring ...
The project is spread over a total area of 22.02 acres of land. 
Central Town brochure is also available for easy reference.

About City:

Mohali is witnessing growth in every aspect. Hence, the real estate market is also witnessing growth. The major drivers of the realty market of this city are booming industries that generate new jobs, infrastructural developments and presence of quality healthcare and educational institutes.
The stable demand is to supply ratio further creates an impact on the positivity of real estate markets. The city has a wide mix of residential units including luxury, affordable and midsegment.
Reserved Parking
Gymnasium
Power Back Up
Club House
Swimming Pool
Landscape Garden
24 Hours Water Supply
Meditation Area
Paved Compound
Sewage Treatment Plan
Jogging Track-Footpath
Central Town in Zirakpur, Mohali by Central Infradeveloper is a residential project. It also has amenities like Jogging track, Lawn tennis court and Swimming pool. It also offers Car parking.
More about the Project:
Central Town in Zirakpur, Chandigarh is an under construction residential project and will offer possession in 05/31/2021. The project offers meticulously designed Residential Plot in Zirakpur, Chandigarh for comfortable & peaceful living. The project is developed by Central Infra Developers.",1,northeast,0,0,0,1,1,1,0,0,1,0,0,1,,,,,,,,,1.0,,,,,,,,
Mullanpur Garibdass,1035.0,4600000.0,INR,,1,1,"Phase 3 Mullanpur is a premium housing project at Mullanpur in Mohali. The project is developed by Omaxe. Social infrastructure like banks, schools and parks surround the area. It is also very well-connected to various parts of the city by public transport network.",1,northeast,0,0,0,1,0,0,0,0,0,0,0,0,,,123.0,,,,1.0,,1.0,,,,,,,,
Mohali Sec 113,900.0,2700000.0,INR,,1,1,"plots in rady to possisan near by it city in mohali prime location , air port 10 min draving distance , all bank lon avelabal 70% , school 10 min draving distance",1,east,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Dera Bassi,1800.0,3398000.0,INR,,1,1,,1,northeast,0,0,0,0,1,0,0,0,0,0,0,0,7.1,,,,,,,,,,,,,,,,
New chandigarh mohali,1800.0,7000000.0,INR,,1,0,"A plot property is available for sale in New chandigarh mohali, Chandigarh. It is northeast facing property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. Contact us for more details. ",1,northeast,0,0,0,1,1,1,0,1,0,0,0,0,,,,,,,,,1.0,,,,,,,,
110 Mohali Pind Road,1800.0,7500000.0,INR,,1,1,"A plot property is available for sale in 110 Mohali Pind Road, Chandigarh. It has an area of 1800 sqft and is priced at Rs. 75.00 lac (negotiable). It is east facing property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. If you are interested, please contact us for more details. ",1,east,0,0,0,1,1,1,1,1,1,1,1,1,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Dera Bassi,900.0,1298100.0,INR,,1,1,"It has an area of 900 sqft and is priced at Rs. 12.98 lac (negotiable). It is north facing property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. Kindly call us for details. ",1,north,0,0,0,0,1,1,1,0,1,1,1,1,7.1,,,1.0,,,,1.0,1.0,1.0,1.0,,1.0,,,,
Gulabgarh,720.0,1192000.0,INR,,1,1,"This plot is available for sale and is located in the heart of Gulabgarh. Its entry is north facing. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. Please contact for more details. ",1,north,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,1.0,1.0,,1.0,,1.0,,,,,,
Dera Bassi,900.0,1290000.0,INR,1.0,1,1,"This plot is situated in Canum VIP Enclave, Dera Bassi. It has an area of 900 sqft. The property is available at a price of Rs. 12.90 lac (negotiable). Its entry is east facing. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. ",1,east,0,1,0,0,1,1,0,1,1,0,0,1,7.1,,,,,,,,,,,,,,,,
Omaxe New Chandigarh,2700.0,7250000.0,INR,,0,0,,1,southeast,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Patiala Road Zirakpur,900.0,2550000.0,INR,,1,1,"This plot is situated in Patiala Road Zirakpur, Chandigarh. It has an area of 900 sqft and is priced at Rs. 25.50 lac (negotiable). The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. Contact us for more details. ",1,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Patiala Road Zirakpur,900.0,2550000.0,INR,,1,1,"A plot is available for sale in Patiala Road Zirakpur, Chandigarh. It has an area of 900 sqft. The property is available at a price of Rs. 25.50 lac (negotiable). The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. Please contact for more details. ",1,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Patiala Road Zirakpur,900.0,2550000.0,INR,,1,1,"This plot is situated in Patiala Road Zirakpur, Chandigarh. It has an area of 900 sqft. The property is available at a price of Rs. 25.50 lac (negotiable). The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. Please contact for more details. ",1,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Patiala Road Zirakpur,900.0,2550000.0,INR,,1,1,"A plot property is available for sale in Patiala Road Zirakpur, Chandigarh. It has an area of 900 sqft and is priced at Rs. 25.50 lac (negotiable). The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. Kindly call us for details. ",1,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Patiala Road Zirakpur,900.0,2550000.0,INR,,1,1,"A plot is available at a prime location in Patiala Road Zirakpur. It has a salable area of 900 sqft and is available at a price of Rs. 2,833 per sqft. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. Contact us for more details. ",1,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Patiala Road Zirakpur,100.0,2550000.0,INR,,1,1,"This plot is situated in Patiala Road Zirakpur, Chandigarh. It has an area of 100 sqft. The property is available at a price of Rs. 25.50 lac (negotiable). The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. If you are interested, please contact us for more details. ",1,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Patiala Road Zirakpur,900.0,2550000.0,INR,,1,1,"This plot is available for sale and is located in the heart of Patiala Road Zirakpur. It has a salable area of 900 sqft and is available at a price of Rs. 2,833 per sqft. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. If you are interested, please contact us for more details. ",1,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Patiala Road Zirakpur,900.0,2550000.0,INR,,1,1,"A plot is available for sale in Patiala Road Zirakpur, Chandigarh. It has an area of 900 sqft. The property is available at a price of Rs. 25.50 lac (negotiable). The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. Kindly call us for details. ",1,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Patiala Road Zirakpur,900.0,6190000.0,INR,,1,1,"A plot is available at a prime location in Patiala Road Zirakpur. It has a salable area of 900 sqft and is available at a price of Rs. 6,877 per sqft. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. Please contact for more details. ",1,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Patiala Road Zirakpur,900.0,2550000.0,INR,,1,1,"This plot is situated in Patiala Road Zirakpur. It has a salable area of 900 sqft and is available at a price of Rs. 2,833 per sqft. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. Please contact for more details. ",1,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Patiala Road Zirakpur,900.0,2550000.0,INR,,1,1,"A plot property is available for sale in Patiala Road Zirakpur, Chandigarh. It has an area of 900 sqft and is priced at Rs. 25.50 lac (negotiable). The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. Contact us for more details. ",1,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Patiala Road Zirakpur,900.0,2550000.0,INR,,1,1,"A plot is available at a prime location in Patiala Road Zirakpur. It has a salable area of 900 sqft and is available at a price of Rs. 2,833 per sqft. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. Please contact for more details. ",1,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
New Chandigarh Mullanpur,250.0,6250000.0,INR,,1,1,,1,northeast,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,1.0,,,,,,,,
SEC 115 MOHALI KHARAR LANDRAN ROAD,540.0,1014000.0,INR,,1,1,"A plot is available for sale in SEC 115 MOHALI KHARAR LANDRAN ROAD, Chandigarh. It has a salable area of 540 sqft and is available at a price of Rs. 1,877 per sqft. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. Kindly call us for details. ",1,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Mohali Village,720.0,2100000.0,INR,,1,1,"plots in mohali sec 113 rady to possion rera registed propty , gated socity , near by it city , near ny Ashoka universty , plaska universty , inforcis , 10 min draving distance",1,east,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Zirakpur Banur,900.0,2700000.0,INR,,1,1,"plot rady to possisan in mohali near by it ct mohali , 5 min draving distance , universty ashoka universty , plaska universty , amety universty 5 min draving distance , gmada apruv project , open green area",1,east,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Dera Bassi,1422.0,3045000.0,INR,,1,1,"This plot is situated in Dera Bassi, Chandigarh. It has an area of 1422 sqft. The property is available at a price of Rs. 30.45 lac (negotiable). It has swimming pool as well as gymnasium. The project also has car parking and 24 x 7 security. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. ",1,east,0,0,1,1,1,0,1,1,1,0,1,0,7.1,,,,,1.0,1.0,,1.0,,,,,1.0,,,
Mullanpur,2700.0,9960000.0,INR,,1,1,"This plot is available for sale and is located in the heart of Mullanpur. It has an area of 2700 sqft and is priced at Rs. 99.60 lac (negotiable). Its entry is east facing. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. Contact us for more details. ",1,east,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Yadagirigutta,1350.0,900000.0,INR,1.0,0,0,"This plot is available for sale and is located in the heart of Yadagirigutta. It has an area of 1350 sqft. The property is available at a price of Rs. 9.00 lac . It is facing east direction. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. Kindly call us for details. ",1,east,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Dera Bassi,1440.0,3070000.0,INR,,0,1,"This plot is situated in Dera Bassi, Chandigarh. It has a salable area of 1440 sqft and is available at a price of Rs. 2,131 per sqft. It is facing east direction. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. Kindly call us for details. ",1,east,0,0,1,1,1,0,1,1,1,0,1,0,7.1,,,,,1.0,1.0,,1.0,,,,,1.0,,,
New Chandigarh Mullanpur,3150.0,9675000.0,INR,,1,1,"This plot is situated in New Chandigarh Mullanpur, Chandigarh. It has a salable area of 3150 sqft and is available at a price of Rs. 3,071 per sqft. Its entry is east facing. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. ",1,east,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Dera Bassi,945.0,943950.0,INR,,1,1,"This plot is available for sale and is located in the heart of Dera Bassi. It has an area of 945 sqft. The property is available at a price of Rs. 9.44 lac (negotiable). Its entry is northeast facing. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. Contact us for more details. ",1,northeast,0,0,0,0,1,0,0,1,0,0,0,1,7.1,,,,,1.0,1.0,,1.0,,1.0,1.0,,,,,
Aerocity Road,1440.0,8320000.0,INR,,1,1,"This plot is situated in Aerocity Road, Chandigarh. It has an area of 1440 sqft and is priced at Rs. 83.20 lac (negotiable). It is facing northeast direction. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. Please contact us for more details. ",1,northeast,0,0,0,1,1,0,1,1,1,0,1,1,,,,,,,,,1.0,,,,,,,1.0,1.0
kharar landran road,900.0,2000000.0,INR,,1,1,"A plot is available at a prime location in kharar landran road. It has an area of 900 sqft. The property is available at a price of Rs. 20.00 lac (negotiable). Its entry is northeast facing. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. Contact us for more details. ",1,northeast,0,0,0,1,1,1,1,1,1,0,1,1,,,,,,,,,1.0,,,1.0,1.0,,,1.0,1.0
Mohali Sec 105,4500.0,25100000.0,INR,,1,1,This plot is available for sale and is located in the heart of Mohali Sec 105. Its entry is east facing. The property is available on freehold. The society is well connected by different modes of transportation. Contact us for more details. ,1,east,0,0,0,1,1,1,1,1,1,1,1,1,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Mohali Sec 105,4500.0,25500000.0,INR,,1,1,"A plot is available for sale in Mohali Sec 105, Chandigarh. It has an area of 4500 sqft and is priced at Rs. 2.55 cr (negotiable). The plot provides an excellent view as it overlooks the garden. It is situated in the proximity of all the important facilities. Please contact us for more details. ",1,east,0,0,0,1,1,1,1,1,1,1,1,1,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Zirakpur punjab,900.0,3790000.0,INR,,1,1,"A plot property is available for sale in Zirakpur punjab, Chandigarh. It has a salable area of 900 sqft and is available at a price of Rs. 4,211 per sqft. It is facing northeast direction. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. Kindly call us for details. ",1,northeast,0,0,0,1,1,0,1,1,1,0,0,1,,,,,,,,,1.0,,,,,,,,1.0
Patiala Road Zirakpur,900.0,2550000.0,INR,,1,1,"This plot is situated in Patiala Road Zirakpur, Chandigarh. It has a salable area of 900 sqft and is available at a price of Rs. 2,833 per sqft. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. If you are interested, please contact us for more details. ",1,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Patiala Road Zirakpur,900.0,2550000.0,INR,,1,1,"This plot is available for sale and is located in the heart of Patiala Road Zirakpur. It has a salable area of 900 sqft and is available at a price of Rs. 2,833 per sqft. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. Please contact us for more details. ",1,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Patiala Road Zirakpur,900.0,2550000.0,INR,,1,1,"This plot is available for sale and is located in the heart of Patiala Road Zirakpur. It has an area of 900 sqft. The property is available at a price of Rs. 25.50 lac (negotiable). The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. If you are interested, please contact us for more details. ",1,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Patiala Road Zirakpur,900.0,2550000.0,INR,,1,1,"A plot is available for sale in Patiala Road Zirakpur, Chandigarh. It has an area of 900 sqft. The property is available at a price of Rs. 25.50 lac (negotiable). The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. Please contact for more details. ",1,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Patiala Road Zirakpur,900.0,2550000.0,INR,,1,1,"A plot property is available for sale in Patiala Road Zirakpur, Chandigarh. It has an area of 900 sqft and is priced at Rs. 25.50 lac (negotiable). The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. Contact us for more details. ",1,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Patiala Road Zirakpur,900.0,2550000.0,INR,,1,1,"This plot is available for sale and is located in the heart of Patiala Road Zirakpur. It has an area of 900 sqft and is priced at Rs. 25.50 lac (negotiable). The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. Please contact for more details. ",1,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Patiala Road Zirakpur,900.0,2550000.0,INR,,1,1,"A plot is available at a prime location in Patiala Road Zirakpur. It has a salable area of 900 sqft and is available at a price of Rs. 2,833 per sqft. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. Kindly call us for details. ",1,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Patiala Road Zirakpur,900.0,2550000.0,INR,,1,1,"A plot is available at a prime location in Patiala Road Zirakpur. It has a salable area of 900 sqft and is available at a price of Rs. 2,833 per sqft. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. Please contact for more details. ",1,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Patiala Road Zirakpur,900.0,2550000.0,INR,,1,1,"This plot is situated in Patiala Road Zirakpur. It has an area of 900 sqft. The property is available at a price of Rs. 25.50 lac (negotiable). The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. Kindly call us for details. ",1,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Patiala Road Zirakpur,900.0,2550000.0,INR,,1,1,"This plot is available for sale and is located in the heart of Patiala Road Zirakpur. It has an area of 900 sqft. The property is available at a price of Rs. 25.50 lac (negotiable). The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. Please contact us for more details. ",1,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Patiala Road Zirakpur,900.0,2550000.0,INR,,1,1,"This plot is situated in Patiala Road Zirakpur, Chandigarh. It has an area of 900 sqft and is priced at Rs. 25.50 lac (negotiable). The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. If you are interested, please contact us for more details. ",1,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Patiala Road Zirakpur,900.0,2550000.0,INR,,1,1,"A plot is available for sale in Patiala Road Zirakpur, Chandigarh. It has a salable area of 900 sqft and is available at a price of Rs. 2,833 per sqft. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. Contact us for more details. ",1,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Patiala Road Zirakpur,900.0,2550000.0,INR,,1,1,"A plot property is available for sale in Patiala Road Zirakpur, Chandigarh. It has an area of 900 sqft. The property is available at a price of Rs. 25.50 lac (negotiable). The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. Kindly call us for details. ",1,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Aerocity,2250.0,9300000.0,INR,,0,0,,1,east,0,0,0,1,1,1,0,1,1,0,0,0,,,,,,,,,1.0,,,,,,,,
Patiala Road Zirakpur,900.0,2550000.0,INR,,1,1,"This plot is available for sale and is located in the heart of Patiala Road Zirakpur. It has an area of 900 sqft and is priced at Rs. 25.50 lac (negotiable). The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. Please contact us for more details. ",1,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Patiala Road Zirakpur,900.0,2550000.0,INR,,1,1,"This plot is situated in Patiala Road Zirakpur. It has an area of 900 sqft and is priced at Rs. 25.50 lac (negotiable). The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. Please contact for more details. ",1,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Patiala Road Zirakpur,900.0,2550000.0,INR,,1,1,"This plot is situated in Patiala Road Zirakpur. It has a salable area of 900 sqft and is available at a price of Rs. 2,833 per sqft. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. Kindly call us for details. ",1,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Dera Bassi,720.0,1192000.0,INR,,1,0,"This plot is available for sale and is located in the heart of Dera Bassi. It has an area of 720 sqft. The property is available at a price of Rs. 11.92 lac . The amenities include car parking, swimming pool, gymnasium, staff quarter, rain water harvesting, club house, power backup, 24 x 7 security and jogging track. Its entry is northeast facing. The property is available on freehold. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. ",1,northeast,0,0,0,1,1,1,1,1,1,1,1,1,7.1,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Patiala Road Zirakpur,900.0,2550000.0,INR,,1,1,"A plot is available at a prime location in Patiala Road Zirakpur. It has a salable area of 900 sqft and is available at a price of Rs. 2,833 per sqft. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. Kindly call us for details. ",1,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Patiala Road Zirakpur,900.0,2550000.0,INR,,1,1,"A plot is available for sale in Patiala Road Zirakpur, Chandigarh. It has a salable area of 900 sqft and is available at a price of Rs. 2,833 per sqft. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. Please contact us for more details. ",1,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Patiala Road Zirakpur,900.0,2550000.0,INR,,1,1,"This plot is situated in Patiala Road Zirakpur, Chandigarh. It has a salable area of 900 sqft and is available at a price of Rs. 2,833 per sqft. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. Kindly call us for details. ",1,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Patiala Road Zirakpur,900.0,2550000.0,INR,,1,1,"This plot is available for sale and is located in the heart of Patiala Road Zirakpur. It has an area of 900 sqft. The property is available at a price of Rs. 25.50 lac (negotiable). The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. If you are interested, please contact us for more details. ",1,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Patiala Road Zirakpur,900.0,2550000.0,INR,,1,1,"This plot is situated in Patiala Road Zirakpur, Chandigarh. It has a salable area of 900 sqft and is available at a price of Rs. 2,833 per sqft. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. Please contact for more details. ",1,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Patiala Road Zirakpur,900.0,2550000.0,INR,,1,1,"This plot is situated in Patiala Road Zirakpur. It has an area of 900 sqft and is priced at Rs. 25.50 lac (negotiable). The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. Kindly call us for details. ",1,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Patiala Road Zirakpur,900.0,2550000.0,INR,,1,1,"A plot is available for sale in Patiala Road Zirakpur, Chandigarh. It has an area of 900 sqft. The property is available at a price of Rs. 25.50 lac (negotiable). The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. Kindly call us for details. ",1,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Patiala Road Zirakpur,900.0,2550000.0,INR,,1,1,"A plot is available at a prime location in Patiala Road Zirakpur. It has an area of 900 sqft and is priced at Rs. 25.50 lac (negotiable). The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. Kindly call us for details. ",1,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Patiala Road Zirakpur,900.0,2550000.0,INR,,1,1,"This plot is situated in Patiala Road Zirakpur, Chandigarh. It has an area of 900 sqft and is priced at Rs. 25.50 lac (negotiable). The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. Please contact for more details. ",1,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Patiala Road Zirakpur,900.0,2550000.0,INR,,1,1,"A plot property is available for sale in Patiala Road Zirakpur, Chandigarh. It has an area of 900 sqft. The property is available at a price of Rs. 25.50 lac (negotiable). The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. Contact us for more details. ",1,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
New Chandigarh Mullanpur,2700.0,18000000.0,INR,,0,1,"This plot is situated in New Chandigarh Mullanpur. One of the major USPs of the property is that it is a road facing property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. Kindly call us for details. ",1,east,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,1.0,,,,,,,,
