locality,builtup_area_sqft,total_price,price_currency,property_status,new/resale,price_negotiable,description,security_deposit,facing,furnished,property_age,lift(s),full_power_backup,24_x_7_security,children's_play_area,club_house,gymnasium,swimming_pool,sports_facility,jogging_track,landscaped_gardens,locality_score,project_score,builder_experience,hospital,multipurpose_room,rain_water_harvesting,vaastu_compliant,atm,car_parking,intercom,maintenance_staff,school,pincode,staff_quarter,golf_course,cafeteria,indoor_games
New chandigarh mohali,1800.0,13500000.0,INR,1.0,0,0,"It has an area of 1800 sqft and is priced at Rs. 1.35 cr . It is facing north direction. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. Please contact us for more details. ",1,north,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
New chandigarh mohali,2700.0,16000000.0,INR,1.0,0,0,"A plot property is available for sale in New chandigarh mohali, Chandigarh. It has an area of 2700 sqft. The property is available at a price of Rs. 1.60 cr . The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. Contact us for more details. ",1,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Yadagirigutta,1089.0,847000.0,INR,1.0,1,0,"This plot is available for sale and is located in the heart of Yadagirigutta. It is facing east direction. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. Kindly call us for details. ",1,east,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Dera Bassi,720.0,1350000.0,INR,,1,1,,1,north,0,0,0,0,1,1,1,0,0,1,1,0,7.1,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,
Dera Bassi,720.0,1290000.0,INR,,1,1,,1,north,0,0,0,0,0,1,1,1,1,1,1,0,7.1,,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,
Dera Bassi,900.0,1900000.0,INR,,1,1,,1,northeast,0,0,0,1,1,1,1,1,1,1,1,0,7.1,,123.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Dera Bassi,900.0,1400000.0,INR,,1,1,,1,northeast,0,0,0,0,0,1,1,0,0,0,0,0,7.1,,,1.0,,,,1.0,1.0,,,,1.0,,,,
Dera Bassi,792.0,1250000.0,INR,,1,1,,1,northeast,0,0,0,0,0,1,1,0,0,0,0,0,7.1,,,1.0,,,,1.0,,,1.0,,1.0,,,,
Dera Bassi,747.0,1200000.0,INR,,1,1,,1,northeast,0,0,0,0,1,1,0,0,0,0,0,0,7.1,,,1.0,,,,1.0,1.0,,,,,,,,
Dera Bassi,693.0,1100000.0,INR,,1,1,,1,northeast,0,0,0,0,0,1,1,0,1,0,0,0,7.1,,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,,
Dera Bassi,657.0,1000000.0,INR,,1,1,,1,northeast,0,0,0,1,0,1,1,0,0,1,1,0,7.1,,,,,,,,,,,,,,,,
Dera Bassi,900.0,849000.0,INR,,1,1,,1,north,0,0,0,0,0,1,0,0,0,1,1,0,7.1,,123.0,,,1.0,1.0,,,,,,,,,,
Dera Bassi,900.0,1399000.0,INR,,1,1,,1,north,0,0,0,0,1,1,0,0,0,1,1,0,7.1,,,,,1.0,1.0,,1.0,,1.0,,1.0,,,,
Dera Bassi,900.0,1899000.0,INR,,1,1,,1,north,0,0,0,0,1,1,1,1,1,1,1,0,7.1,,123.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Yadagirigutta,2178.0,1580000.0,INR,1.0,1,0,"A plot is available for sale in Yadagirigutta, Chandigarh. It has an area of 2178 sqft and is priced at Rs. 15.80 lac . Its entry is east facing. The site is in close proximity to various civic utilities. Contact us for more details. ",1,east,0,0,0,0,0,0,0,1,1,0,0,0,,,,,,,,,,,,,,,,,
Mullanpur,2178.0,8600000.0,INR,1.0,0,0,"Available for Sale Plot in Altus Muirwoods Phase-2, New Chandigarh Mullanpur. it is Salable Area 242 Sq, yds, Very Close to PR-7, Airport Road. Best Invest With Us. Very Reasonable Price. Call for More Information",1,north,0,0,0,1,1,0,1,1,1,0,0,1,,,,1.0,,1.0,,,,,1.0,1.0,,,,,
Mullanpur,1800.0,14200000.0,INR,1.0,0,0,"This plot is situated in Mullanpur. It has an area of 1800 sqft and is priced at Rs. 1.42 cr . It is facing northeast direction. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. Please contact us for more details. ",1,northeast,0,1,0,0,0,0,0,0,0,0,0,0,,,,1.0,,1.0,,,,,1.0,1.0,1.0,,,,
Mullanpur,2115.0,8500000.0,INR,,0,0,"Available for Sale Plot in Altus Muirwoods Phase-2, New Chandigarh Mullanpur. it is Salable Area 235 Sq, yds, Registry Done, No Extra Charges. Very Close to PR-7, Airport Road. Best Invest With Us. Very Reasonable Price. Call for More Information",1,southeast,0,0,0,1,1,0,1,1,1,0,0,1,,,,1.0,,1.0,,1.0,,,1.0,1.0,1.0,,,,
Mullanpur,2178.0,9000000.0,INR,1.0,0,0,"Available for Sale Plot in Altus Muirwoods Phase-2, New Chandigarh Mullanpur. it is Salable Area 242 Sq, yds, Very Close to PR-7, Airport Road. Best Invest With Us. Very Reasonable Price. Call for More Information",1,east,0,0,0,1,1,0,1,1,1,0,1,1,,,,1.0,,1.0,,,,,1.0,1.0,1.0,,,,
Mullanpur,900.0,7800000.0,INR,,0,0,"A plot is available for sale in Mullanpur, Chandigarh. It has an area of 900 sqft. The property is available at a price of Rs. 78.00 lac . Its entry is north facing. It is well connected to the city areas. Please contact for more details. ",1,north,0,0,0,0,0,0,0,0,0,0,0,1,,,,1.0,,1.0,,,,,,1.0,1.0,,,,
Mullanpur,1800.0,15500000.0,INR,1.0,0,0,"It has an area of 1800 sqft. The property is available at a price of Rs. 1.55 cr . The property is available on freehold. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. If you are interested, please contact us for more details. ",1,northeast,0,0,0,0,0,0,0,0,0,0,0,1,,,,1.0,,1.0,,,,,,1.0,1.0,,,,
Mullanpur,3078.0,10500000.0,INR,,0,0,"Available for Sale Plot in Altus Muirwoods Phase-2, New Chandigarh Mullanpur. it is Salable Area 342 Sq, yds, Very Close to PR-7, Airport Road. Best Invest With Us. Very Reasonable Price. Call for More Information",1,east,0,0,0,1,1,0,1,1,1,0,0,1,,,,1.0,,1.0,,,,,1.0,1.0,1.0,,,,
Mullanpur,1080.0,5100000.0,INR,1.0,0,0,"Available for Sale Plot in Altus Muirwoods Phase-2, New Chandigarh Mullanpur. it is Salable Area 120 Sq, yds, Very Close to PR-7, Airport Road. Best Invest With Us. Very Reasonable Price. Call for More Information",1,north,0,0,0,1,1,0,1,1,1,0,0,1,,,,1.0,,1.0,,1.0,,,1.0,1.0,1.0,,,,
New Chandigarh Mullanpur,1350.0,5848500.0,INR,0.0,1,1,"REAL ESTATE DEVELOPERS IN CHANDIGARH

SBP Group, renowned for its unique architectural solutions, has marked its presence within the high land business of Tricity (Mohali, Zirakpur, and Derabassi) right from its origin. Within 14 years of expertise beneath its belt, SBP Group has established itself as one of the Best Builders in Chandigarh. Their rich history of interiors with a classy location and atmosphere is often their most appealing property as they are operational within the prime locations of Chandigarh, Mohali, and Zirakpur. With the victorious completion of many prestigious projects in a fast time span, they have marked a position for themselves in this city’s emerging real estate sector in the name of the Best Real Estate Developers in Chandigarh.",1,,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,1.0,,,,,,,,
Mullanpur New Chandigarh,900.0,4500000.0,INR,0.0,1,1,"This plot is situated in Mullanpur New Chandigarh, Chandigarh. The amenities include rain water harvesting, 24 x 7 security, swimming pool, car parking, gymnasium, power backup and club house. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. Please contact us for more details. ",1,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Mullanpur,2250.0,17000000.0,INR,1.0,0,0,"This plot is situated in Mullanpur, Chandigarh. Its entry is north facing. The property is available on freehold. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. ",1,north,0,0,0,1,1,1,1,1,1,1,0,1,,,,1.0,,1.0,,1.0,1.0,,1.0,1.0,1.0,,,,
Mullanpur,3150.0,21500000.0,INR,,0,0,"This plot is available for sale and is located in the heart of Mullanpur. Its entry is north facing. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. Contact us for more details. ",1,north,0,0,0,1,1,0,1,1,1,0,0,1,,,,1.0,,1.0,,1.0,,,1.0,1.0,1.0,,,,
Mullanpur New Chandigarh,1350.0,8500000.0,INR,,0,0,"It has an area of 1350 sqft and is priced at Rs. 85.00 lac . One of the major USPs of the property is that it is a garden facing property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. Please contact us for more details. ",1,northeast,0,0,0,0,0,0,0,0,0,0,0,0,,,,1.0,,1.0,,,,,,1.0,,,,,
Mullanpur New Chandigarh,2142.0,8500000.0,INR,,0,0,"Plot for sale altus phase 1 , new Chandigarh. backside park, Sai Om Real Estate we deal in all kinds of residential, commercial , builder projects ( Omaxe , dlf , altus, suntec city , ambika, manohar palm residency) and agricultural lands in the vicinity of chandigarh .",1,northeast,0,0,0,1,1,0,0,0,0,0,0,1,,,,1.0,,1.0,,,,,1.0,1.0,1.0,,,,
Mullanpur New Chandigarh,909.0,5500000.0,INR,,0,0,"Available corner Plot For sale in Altus Muirwoods Phase-1 New Chandigarh Mullanpur. Its a salable Area 101 sq, yds. this is a Registry Case Plot. call for more information",1,north,0,0,0,1,1,0,1,1,1,0,0,1,,,,1.0,,,,1.0,,,,1.0,,,,,
Yadagirigutta,1500.0,2422000.0,INR,1.0,1,0,"A plot property is available for sale in Yadagirigutta, Chandigarh. It has a salable area of 1502 sqft and is available at a price of Rs. 1,612 per sqft. Its entry is southwest facing. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. Please contact for more details. ",1,southwest,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Yadagirigutta,1500.0,2400000.0,INR,1.0,1,0,"A plot is available for sale in Yadagirigutta, Chandigarh. It has a salable area of 1503 sqft and is available at a price of Rs. 1,596 per sqft. Its entry is west facing. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. Kindly call us for details. ",1,west,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Mullanpur,1800.0,14200000.0,INR,,0,0,"A plot property is available for sale in Mullanpur, Chandigarh. It has an area of 1800 sqft. The property is available at a price of Rs. 1.42 cr . Its entry is north facing. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. Kindly call us for details. ",1,north,0,0,0,0,0,0,0,0,0,0,0,0,,,,1.0,,1.0,,1.0,,,,1.0,1.0,,,,
Mullanpur,900.0,7800000.0,INR,,0,0,"This plot is situated in Mullanpur, Chandigarh. It has an area of 900 sqft and is priced at Rs. 78.00 lac . Its entry is north facing. The site is in close proximity to various civic utilities. Kindly call us for details. ",1,north,0,0,0,0,0,0,0,0,0,0,0,1,,,,1.0,,1.0,,1.0,,,,1.0,1.0,,,,
Mullanpur,1800.0,14500000.0,INR,,0,0,"This plot is situated in Mullanpur. It has an area of 1800 sqft and is priced at Rs. 1.45 cr . Its entry is northeast facing. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. Contact us for more details.",1,northeast,0,0,0,0,0,0,0,0,0,0,0,1,,,,1.0,,1.0,,,,,,1.0,1.0,,,,
Mullanpur,2178.0,8400000.0,INR,,0,0,"Available for sale 242 sq, yds plot in Altus Muirwoods Eco city New chandigarh Mullanpur. Very Nice Location of this plot. near to Pr-7 Airport Road. call for more information",1,northeast,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Mullanpur,1800.0,12400000.0,INR,,0,0,"This plot is available for sale and is located in the heart of Mullanpur. It is facing north direction. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. Please contact us for more details. ",1,north,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Mullanpur,900.0,5400000.0,INR,,0,0,"A plot is available at a prime location in Mullanpur. It has an area of 900 sqft. The property is available at a price of Rs. 54.00 lac . It is facing north direction. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. Please contact for more details. ",1,north,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
kharar landran road,900.0,1999000.0,INR,,1,1,"This plot is situated in kharar landran road, Chandigarh. It has an area of 900 sqft. The property is available at a price of Rs. 19.99 lac (negotiable). It is northeast facing property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. Contact us for more details. ",1,northeast,0,0,0,1,1,0,1,1,1,0,1,0,,,,,,,,,1.0,,,,,,,1.0,1.0
New Chandigarh Mullanpur,3600.0,17823400.0,INR,,1,0,"This plot is available for sale and is located in the heart of New Chandigarh Mullanpur. It has an area of 3600 sqft. The property is available at a price of Rs. 1.78 cr . The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. If you are interested, please contact us for more details. ",1,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
New Chandigarh Mullanpur,2250.0,10975000.0,INR,,1,0,"This plot is situated in New Chandigarh Mullanpur. It has an area of 2250 sqft. The property is available at a price of Rs. 1.10 cr . The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. If you are interested, please contact us for more details. ",1,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
New Chandigarh Mullanpur,2700.0,13170000.0,INR,,1,0,"This plot is situated in New Chandigarh Mullanpur, Chandigarh. It has an area of 2700 sqft. The property is available at a price of Rs. 1.32 cr . The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. Please contact for more details. ",1,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
New Chandigarh Mullanpur,3150.0,15365000.0,INR,,1,0,"A plot property is available for sale in New Chandigarh Mullanpur, Chandigarh. It has a salable area of 3150 sqft and is available at a price of Rs. 4,877 per sqft. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. Please contact for more details. ",1,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
kharar landran road,900.0,1999000.0,INR,,1,1,"This plot is available for sale and is located in the heart of kharar landran road. It has a salable area of 900 sqft and is available at a price of Rs. 2,221 per sqft. It is facing northeast direction. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. If you are interested, please contact us for more details. ",1,northeast,0,0,0,1,1,0,1,1,1,0,1,0,,,,,,,,,1.0,,,1.0,,,,1.0,1.0
Sector 120,900.0,4000000.0,INR,,0,0,"A plot is available for sale in Sector 120, Chandigarh. It is facing east direction. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. Please contact for more details. ",1,east,0,0,0,0,1,1,0,0,0,0,0,0,,,,,,,,,1.0,,,,,,,,
Sector 120,1350.0,6000000.0,INR,,0,1,Availaible 100/120/130/150 sqyds Plots in Jubilee Park Lane Sector 120 Mohali. Flexible and Easy payment plan. Possession in 1 Year. Property on Excatly on NH 21 National Highway. Call Rudra Properties Sector 70 Mohali for best and fair deal.,1,northeast,0,0,0,0,1,1,0,0,0,0,0,0,,,,,,,,,1.0,,,,,,,,
Patiala Road Zirakpur,990.0,3300000.0,INR,,1,1,"This plot is available for sale and is located in the heart of Patiala Road Zirakpur. It has an area of 990 sqft and is priced at Rs. 33.00 lac (negotiable). Its entry is northeast facing. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. Contact us for more details. ",1,northeast,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Patiala Road Zirakpur,900.0,3000000.0,INR,,1,1,"A plot is available at a prime location in Patiala Road Zirakpur. It has a salable area of 900 sqft and is available at a price of Rs. 3,333 per sqft. It is northeast facing property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. If you are interested, please contact us for more details. ",1,northeast,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Patiala Road Zirakpur,1125.0,3100000.0,INR,,1,1,"Chandigarh Royale City is strategically located in Aerocity and is a well-planned project. It is spread over a sprawling area of 78 Acre. There are in total 1200 units in this project. The units are all ready to move in in.

This well-designed site has 1 towers, each with its own advantage.

The commencement certificate of Chandigarh Royale City has been granted. And the occupancy certificate is not granted. This project has been developed by the well-known builder Royale Estate Group.

At Chandigarh Royale City you get to enjoy the best of facilities and amenities, such as Power Back Up, Rain Water Harvesting, Swimming Pool, Park, Security, Vaastu Compliant, Visitor Parking, Intercom Facility. The complete address of the site is Near Aerocity, Mohali. Its pincode is 140501. Enjoy the comforts of living in Chandigarh Royale City with all modern conveniences at your disposal.",1,northeast,0,0,0,0,1,0,1,0,0,0,1,0,,,,,,1.0,1.0,,1.0,,,,1.0,,1.0,,1.0
Mullanpur,4500.0,41000000.0,INR,,0,0,"500 Sq. yd Residential Plot In ECO City-1 in New Chandigarh.

Govt Gamada Approved Project
Adjoining DLF HYDE PARK
Rear Approved Project
Chandigarh 03 KM
Punjab University 06 KM
Sector 17 Chd 08 KM
ISBT 43 Bus Stand 12 KM
Near Medicity Hub",1,east,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
Patiala Road Zirakpur,900.0,2690000.0,INR,,1,1,"Chandigarh Royale City is a unique, exclusive and the first-of-its-kind township project in the Tri-City, under the State Government's special Township Policy. The township is a project to build a futuristic landmark with areas and concepts designed to cater to everyone's needs within a family.",1,northeast,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,1.0,,,1.0,,,,,
kharar landran road,900.0,1990000.0,INR,,1,1,"This plot is situated in kharar landran road. It has an area of 900 sqft. The property is available at a price of Rs. 19.90 lac (negotiable). It is northeast facing property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. ",1,northeast,0,0,0,1,1,0,1,1,1,0,1,0,,,,,,,,,1.0,,,1.0,,,,1.0,1.0
Dera Bassi,900.0,1499000.0,INR,,1,1,"A plot is available for sale in Buildcon Vasant Vihar, Dera Bassi, Chandigarh. It has an area of 900 sqft. The property is available at a price of Rs. 14.99 lac (negotiable). It is northeast facing property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. Kindly call us for details. ",1,northeast,0,0,0,1,1,0,1,1,0,0,1,0,7.1,,123.0,,,,,,1.0,,,,,,,,1.0
Patiala Road Zirakpur,900.0,2690000.0,INR,,1,1,"Chandigarh Royale City is a unique, exclusive and the first-of-its-kind township project in the Tri-City, under the State Government's special Township Policy. The township is a project to build a futuristic landmark with areas and concepts designed to cater to everyone's needs within a family.",1,northeast,0,0,0,0,1,0,0,0,0,0,0,0,,,,1.0,,,,,1.0,,,1.0,,,,,
Dera Bassi,900.0,1490000.0,INR,,1,1,"A plot property is available for sale in Dera Bassi, Chandigarh. Its entry is northeast facing. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. Contact us for more details. ",1,northeast,0,0,0,1,1,0,1,1,0,0,1,0,,,,,,,,,1.0,,,,,,,,
Dera Bassi,1440.0,5280000.0,INR,,1,0,"It has an area of 1440 sqft and is priced at Rs. 52.80 lac . It is northeast facing property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. Please contact for more details. ",1,northeast,0,0,0,1,1,1,1,1,1,1,1,0,7.1,,123.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Patiala Road Zirakpur,1800.0,4000000.0,INR,,1,0,"This plot is available for sale and is located in the heart of Patiala Road Zirakpur. It has a salable area of 1800 sqft and is available at a price of Rs. 2,222 per sqft. It is facing northeast direction. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. If you are interested, please contact us for more details. ",1,northeast,0,0,0,1,1,1,1,1,1,1,1,0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Dera Bassi,250.0,3497500.0,INR,,1,0,"This plot is situated in Dera Bassi. It has an area of 250 sqft. The property is available at a price of Rs. 34.97 lac . It is northeast facing property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. Kindly call us for details. ",1,northeast,0,0,0,1,1,1,1,1,1,1,1,0,7.1,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Patiala Road Zirakpur,1350.0,3030000.0,INR,,1,0,"A plot is available at a prime location in Patiala Road Zirakpur. It has a salable area of 1350 sqft and is available at a price of Rs. 2,244 per sqft. It is northeast facing property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. Contact us for more details. ",1,northeast,0,0,0,1,1,1,1,1,1,1,1,0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Patiala Road Zirakpur,990.0,2222000.0,INR,,1,0,"This plot is situated in Patiala Road Zirakpur, Chandigarh. It is facing northeast direction. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. Contact us for more details. ",1,northeast,0,0,0,1,1,1,1,1,1,1,1,0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Dera Bassi,900.0,800000.0,INR,,1,0,"Mascot City is the flagship real estate venture of the Ranacos Group that promises to deliver ultra-affordable, eco-friendly dream homes for one-and-all. A multitude of luxurious amenities are proposed at a fraction of cost with the safety of the residents being one of the highest priorities. A convenient 30-minutes drive from Chandigarh and proximity to Mohali and Panchkula makes mobilization convenient. The concept of green & clean life and access to all the public conveniences are thoughtfully incorporated to improve the quality of life. At Mascot City, you enjoy the glory of owning your own plot or home at an unimaginable price, yet enjoy the finest amenities of the rich & famous.This project is developed and marketed by Rana Infracon (India) Pvt. Ltd.",1,northeast,0,0,0,1,1,1,1,1,1,1,1,0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Patiala Road Zirakpur,900.0,2000000.0,INR,,1,0,"This plot is situated in Patiala Road Zirakpur, Chandigarh. It is facing northeast direction. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. Please contact for more details. ",1,northeast,0,0,0,1,1,1,1,1,1,1,1,0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Patiala Road Zirakpur,900.0,2000000.0,INR,,1,0,"A plot is available at a prime location in Patiala Road Zirakpur. It is northeast facing property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. Please contact us for more details. ",1,northeast,0,0,0,1,1,1,1,1,1,1,1,0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Patiala Road Zirakpur,130.0,3068000.0,INR,,1,1,"A plot is available at a prime location in Patiala Road Zirakpur. It has an area of 130 sqft and is priced at Rs. 30.68 lac (negotiable). It is northeast facing property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. Please contact for more details. ",1,northeast,0,0,0,1,1,0,1,1,1,0,1,0,,,,,,,,,1.0,,,,,,,,
Dera Bassi,900.0,1490000.0,INR,,1,0,"This plot is situated in Dera Bassi, Chandigarh. It has an area of 900 sqft. The property is available at a price of Rs. 14.90 lac . Its entry is northeast facing. The property is available on freehold. The site is in close proximity to various civic utilities. ",1,northeast,0,0,0,1,1,1,1,1,1,1,1,1,7.1,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Zirakpur Banur,1350.0,3540000.0,INR,,1,1,"A plot property is available for sale in Zirakpur Banur, Chandigarh. It has an area of 1350 sqft and is priced at Rs. 35.40 lac (negotiable). The plot provides an excellent view as it overlooks the pool. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. Please contact for more details. ",1,northeast,0,0,0,1,1,1,1,1,1,1,1,1,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Zirakpur Banur,990.0,2596000.0,INR,,1,1,"A plot is available for sale in Zirakpur Banur, Chandigarh. It has an area of 990 sqft. The property is available at a price of Rs. 25.96 lac (negotiable). The plot provides an excellent view as it is a corner property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. Please contact for more details. ",1,northeast,0,0,0,1,1,1,1,1,1,1,1,1,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Patiala Road Zirakpur,135.0,3186000.0,INR,,1,1,"This plot is situated in Patiala Road Zirakpur. It has an area of 135 sqft. The property is available at a price of Rs. 31.86 lac (negotiable). Its entry is northeast facing. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. Please contact us for more details. ",1,northeast,0,0,0,1,1,0,1,1,1,0,1,0,,,,,,,,,1.0,,,,,,,,
Patiala Road Zirakpur,1350.0,3000000.0,INR,,1,0,"This plot is situated in Patiala Road Zirakpur. It has an area of 1350 sqft and is priced at Rs. 30.00 lac . Its entry is northeast facing. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. Contact us for more details. ",1,northeast,0,0,0,1,1,1,1,1,1,1,1,0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Dera Bassi,2250.0,3497500.0,INR,,1,0,"This plot is situated in Dera Bassi, Chandigarh. Its entry is northeast facing. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. Please contact us for more details. ",1,northeast,0,0,0,1,1,0,0,0,0,0,1,0,7.1,,,,,,1.0,,1.0,,,,,,,,
