prop_id,property_type,city,address,resale,owntype,bhk,bathrooms,balcony_num,total_price,furnish,facing,property_age,floor_num,total_floor,prop_name,min_price,max_price,price_sqft,building_id,builtup_area_sqft,superbuiltup_sqft,brokerage,min_area_sqft,max_area_sqft,expiry_date,price,class_label,total_landmark_count,contact_company_name,flag_reason,dataset
G69956944,Apartment,Secunderabad,,No,Owner,3.0,,2,0.0,Unknown,South-East,0,5,5,Metro Tranquil Medchal,0.0,0.0,0,0.0,,,,167.2254,167.2254,2023-08-28,24.75,Dealer,5,,Invalid total_price,dataset_3_real_estate_RE_Combined_Data_cleaned.csv
J70897754,Apartment,Hyderabad,,No,Owner,3.0,,1,0.0,Semifurnished,South-East,5,12,50,Candeur Crescent Serilingampally,0.0,0.0,0,1082548.0,,,,132.386775,132.386775,2023-10-18,24.75,Dealer,50,,Invalid total_price,dataset_3_real_estate_RE_Combined_Data_cleaned.csv
C69979396,Apartment,Hyderabad,,No,Owner,2.0,,1,0.0,Semifurnished,North,1,7,14,Jains Salzburg,0.0,0.0,0,96060.0,,,,101.357173,101.357173,2023-08-29,24.75,Dealer,6,,Invalid total_price,dataset_3_real_estate_RE_Combined_Data_cleaned.csv
U71015452,Apartment,Hyderabad,,No,Owner,3.0,,2,0.0,Unknown,North,0,5,5,Unknown,0.0,0.0,0,0.0,,,,89030.80296,89030.80296,2023-10-24,24.75,Dealer,3,,Invalid total_price,dataset_3_real_estate_RE_Combined_Data_cleaned.csv
R70908014,Apartment,Hyderabad,,No,Owner,3.0,,2,0.0,Unknown,North,0,5,5,Unknown,0.0,0.0,0,0.0,,,,200.67048,200.67048,2023-09-28,24.75,Dealer,15,,Invalid total_price,dataset_3_real_estate_RE_Combined_Data_cleaned.csv
D70355884,Apartment,Hyderabad,,No,Renter,3.0,,4,0.0,Unfurnished,North,1,2,3,Zoe Arcade,1500.0,1500.0,0,0.0,,,,153.28995,153.28995,2023-09-20,1500.0,Owner,15,,Invalid total_price,dataset_3_real_estate_RE_Combined_Data_cleaned.csv
X69912728,Apartment,Kolkata East,,Yes,Owner,2.0,,1,0.0,Unknown,North,5,1,12,Woodwinds,,,0,,,789.0,,,,,44.92,,10,,Invalid total_price,dataset_3_real_estate_RE_Combined_Data_cleaned.csv
T70304170,Apartment,Kolkata North,,Yes,Owner,1.0,,1,0.0,Unknown,North,5,1,6,Sapnil Residency,,,0,,,1140.0,,,,,44.92,,11,,Invalid total_price,dataset_3_real_estate_RE_Combined_Data_cleaned.csv
A70054896,Apartment,Kolkata South,,Yes,Owner,1.0,,1,0.0,Unknown,North,5,1,12,Prudent Pragati,,,0,,,713.0,,,,,44.92,,2,,Invalid total_price,dataset_3_real_estate_RE_Combined_Data_cleaned.csv
P71125708,Apartment,Kolkata East,,Yes,Owner,4.0,,1,0.0,Unknown,North,5,1,12,Chitrakut Heights Phase 2,,,0,,,1140.0,,,,,44.92,,10,,Invalid total_price,dataset_3_real_estate_RE_Combined_Data_cleaned.csv
P71252244,Apartment,Kolkata East,,Yes,Owner,3.0,,1,0.0,Unknown,North,5,1,25,Srijan Town Square,,,0,,,1140.0,,,,,44.92,,41,,Invalid total_price,dataset_3_real_estate_RE_Combined_Data_cleaned.csv
F71142186,Apartment,Kolkata East,,Yes,Owner,2.0,,1,0.0,Unknown,North,5,1,12,Merlin Lakescape,,,0,,,1140.0,,,,,44.92,,8,,Invalid total_price,dataset_3_real_estate_RE_Combined_Data_cleaned.csv
J71020340,Apartment,Kolkata East,,Yes,Owner,4.0,,1,0.0,Unknown,North,5,1,12,Chitrakut Heights Phase 2,,,0,,,1140.0,,,,,44.92,,10,,Invalid total_price,dataset_3_real_estate_RE_Combined_Data_cleaned.csv
J71016334,Apartment,Kolkata South,,Yes,Owner,1.0,,1,0.0,Unknown,North,5,1,4,Squaremark Mohorkoonjo,,,0,,,474.0,,,,,44.92,,10,,Invalid total_price,dataset_3_real_estate_RE_Combined_Data_cleaned.csv
S71420878,Apartment,Kolkata East,,Yes,Owner,2.0,,1,0.0,Unknown,North,5,1,18,Laguna Bay,,,0,,,1140.0,,,,,44.92,,12,,Invalid total_price,dataset_3_real_estate_RE_Combined_Data_cleaned.csv
B71360774,Apartment,Kolkata South,,Yes,Owner,5.0,,1,0.0,Unknown,North,5,1,38,Trump Tower Kolkata,,,0,,,3544.0,,,,,44.92,,8,,Invalid total_price,dataset_3_real_estate_RE_Combined_Data_cleaned.csv
N71360772,Apartment,Kolkata South,,Yes,Owner,4.0,,1,0.0,Unknown,North,5,1,38,Trump Tower Kolkata,,,0,,,1140.0,,,,,44.92,,8,,Invalid total_price,dataset_3_real_estate_RE_Combined_Data_cleaned.csv
D71360770,Apartment,Kolkata South,,Yes,Owner,3.0,,1,0.0,Unknown,North,5,1,38,Trump Tower Kolkata,,,0,,,1140.0,,,,,44.92,,8,,Invalid total_price,dataset_3_real_estate_RE_Combined_Data_cleaned.csv
H71186652,Apartment,Kolkata South,,Yes,Owner,2.0,,1,0.0,Unknown,North,5,1,35,The Royal Ganges,,,0,,,1140.0,,,,,44.92,,9,,Invalid total_price,dataset_3_real_estate_RE_Combined_Data_cleaned.csv
C71427410,Apartment,Kolkata West,,Yes,Owner,4.0,,1,0.0,Unknown,North,5,1,19,Periwal Essense,,,0,,,1907.0,,,,,44.92,,8,,Invalid total_price,dataset_3_real_estate_RE_Combined_Data_cleaned.csv
S71427408,Apartment,Kolkata West,,Yes,Owner,3.0,,1,0.0,Unknown,North,5,1,19,Periwal Essense,,,0,,,1140.0,,,,,44.92,,8,,Invalid total_price,dataset_3_real_estate_RE_Combined_Data_cleaned.csv
X71166866,Apartment,Kolkata South,,No,Owner,3.0,,1,0.0,Unknown,Other,0,3,4,Green City Sonarpur,,,0,,,1140.0,,,,,5.0,,10,,Invalid total_price,dataset_3_real_estate_RE_Combined_Data_cleaned.csv
S71103432,Apartment,Kolkata North,,Yes,Owner,1.0,,1,0.0,Unknown,North,5,1,11,Belani Ayana,,,0,,,589.0,,,,,44.92,,3,,Invalid total_price,dataset_3_real_estate_RE_Combined_Data_cleaned.csv
H69378478,Apartment,Kolkata North,,No,Owner,4.0,,1,0.0,Semifurnished,North,1,6,32,Swarnamani,,,0,,,2693.0,,,,,44.92,,6,,Invalid total_price,dataset_3_real_estate_RE_Combined_Data_cleaned.csv
L71181460,Apartment,Kolkata East,,No,Owner,3.0,,1,0.0,Semifurnished,North,5,18,25,Newtown Apartment,,,0,,,2344.0,,,,,44.92,,35,,Invalid total_price,dataset_3_real_estate_RE_Combined_Data_cleaned.csv
G56275438,Apartment,Kolkata North,,No,Owner,4.0,,3,0.0,Semifurnished,North,1,8,32,Swarnamani,,,0,,,3379.0,,,,,44.92,,6,,Invalid total_price,dataset_3_real_estate_RE_Combined_Data_cleaned.csv
C56243388,Apartment,Kolkata South,,No,Owner,4.0,,2,0.0,Unknown,North,1,10,14,Aqua Beaumont,,,0,,,4250.0,,,,,44.92,,50,,Invalid total_price,dataset_3_real_estate_RE_Combined_Data_cleaned.csv
R56251492,Apartment,Kolkata South,,No,Owner,4.0,,0,0.0,Semifurnished,North,1,9,14,Aqua Beaumont,,,0,,,4250.0,,,,,44.92,,50,,Invalid total_price,dataset_3_real_estate_RE_Combined_Data_cleaned.csv
I20297761,Villa/Independent House,Kolkata North,,No,Renter,4.0,,1,0.0,Unfurnished,North,3,3,5,Unknown,,,0,,,1140.0,,,,,44.92,,49,,Invalid total_price,dataset_3_real_estate_RE_Combined_Data_cleaned.csv
B69775122,Villa/Independent House,Kolkata West,,No,Renter,3.0,,1,0.0,Unfurnished,South,3,3,4,Merlin Uttara,,,0,,,1140.0,,,,,3000.0,,15,,Invalid total_price,dataset_3_real_estate_RE_Combined_Data_cleaned.csv
E69358766,Apartment,Kolkata North,,No,2,4.0,,2,0.0,Semifurnished,North,5,18,31,Anantmani,,,0,,,2838.0,,,,,44.92,,14,,Invalid total_price,dataset_3_real_estate_RE_Combined_Data_cleaned.csv
J66275460,Apartment,Mumbai Andheri-Dahisar,,Yes,Owner,4.0,,1,0.0,Unknown,North,5,1,57,Elysian By Oberoi Realty,0.0,0.0,0,1053035.0,,,,222.9672,222.9672,2023-08-30,38.0,Builder,15,,Invalid total_price,dataset_3_real_estate_RE_Combined_Data_cleaned.csv
D67096488,Apartment,Central Mumbai Suburbs,,Yes,Owner,3.0,,1,0.0,Unknown,North,6,1,60,Enigma By Oberoi Realty,0.0,0.0,0,53058.0,,,,131.457745,131.457745,2023-09-21,38.0,Builder,15,,Invalid total_price,dataset_3_real_estate_RE_Combined_Data_cleaned.csv
D68375652,Apartment,Mumbai Harbour,,Yes,Owner,4.0,,1,0.0,Unknown,North,5,1,40,Lodha Aura New Cuffe Parade,0.0,0.0,0,1110355.0,,,,164.252504,164.252504,2023-10-01,38.0,Builder,4,,Invalid total_price,dataset_3_real_estate_RE_Combined_Data_cleaned.csv
M68736014,Apartment,Mumbai Beyond Thane,,Yes,Owner,2.0,,1,0.0,Unknown,North,5,1,13,Empire Centrum,0.0,0.0,0,379733.0,,,,48.866978,61.223077,2023-10-21,38.0,Builder,9,,Invalid total_price,dataset_3_real_estate_RE_Combined_Data_cleaned.csv
D69630108,Apartment,Mira Road And Beyond,,Yes,Owner,3.0,,1,0.0,Unknown,North,5,1,11,Sk Imperial Garden,0.0,0.0,0,1121209.0,,,,74.3224,74.3224,2023-10-10,38.0,Builder,6,,Invalid total_price,dataset_3_real_estate_RE_Combined_Data_cleaned.csv
E69630106,Apartment,Mira Road And Beyond,,Yes,Owner,2.0,,1,0.0,Unknown,North,5,1,11,Sk Imperial Garden,0.0,0.0,0,1121209.0,,,,57.59986,57.59986,2023-10-10,38.0,Builder,6,,Invalid total_price,dataset_3_real_estate_RE_Combined_Data_cleaned.csv
N69375626,Apartment,Mumbai South West,,Yes,Owner,4.0,,1,0.0,Unknown,North,5,1,20,Raheja Park West,0.0,0.0,0,1075507.0,,,,160.907996,160.907996,2023-08-28,38.0,Builder,13,,Invalid total_price,dataset_3_real_estate_RE_Combined_Data_cleaned.csv
P69375624,Apartment,Mumbai South West,,Yes,Owner,3.0,,1,0.0,Unknown,North,5,1,20,Raheja Park West,0.0,0.0,0,1075507.0,,,,114.084884,128.484849,2023-08-28,38.0,Builder,13,,Invalid total_price,dataset_3_real_estate_RE_Combined_Data_cleaned.csv
V68138978,Apartment,Mira Road And Beyond,,Yes,Owner,3.0,,1,0.0,Unknown,North,5,1,21,Sudama Vallabh,0.0,0.0,0,1056074.0,,,,98.105568,98.105568,2023-09-19,38.0,Builder,7,,Invalid total_price,dataset_3_real_estate_RE_Combined_Data_cleaned.csv
U68138976,Apartment,Mira Road And Beyond,,Yes,Owner,2.0,,1,0.0,Unknown,North,5,1,21,Sudama Vallabh,0.0,0.0,0,1056074.0,,,,51.282456,78.874647,2023-09-19,38.0,Builder,7,,Invalid total_price,dataset_3_real_estate_RE_Combined_Data_cleaned.csv
V67920284,Apartment,Thane,,Yes,Owner,2.0,,1,0.0,Unknown,North,5,1,7,Sudama Regency,0.0,0.0,0,26842.0,,,,47.659239,47.659239,2023-09-12,38.0,Builder,12,,Invalid total_price,dataset_3_real_estate_RE_Combined_Data_cleaned.csv
W67920282,Apartment,Thane,,Yes,Owner,1.0,,1,0.0,Unknown,North,5,1,7,Sudama Regency,0.0,0.0,0,26842.0,,,,35.024431,35.953461,2023-09-12,38.0,Builder,12,,Invalid total_price,dataset_3_real_estate_RE_Combined_Data_cleaned.csv
A68621854,Apartment,Thane,,Yes,Owner,2.0,,1,0.0,Unknown,North,5,1,42,Raymond Realty Ten X Habitat,0.0,0.0,0,867674.0,,,,58.993405,58.993405,2023-10-16,38.0,Dealer,12,,Invalid total_price,dataset_3_real_estate_RE_Combined_Data_cleaned.csv
B70996994,Apartment,Mira Road And Beyond,,Yes,Owner,4.0,,1,0.0,Unknown,North,5,1,34,Srishti Namaah,0.0,0.0,0,1057968.0,,,,153.475756,153.475756,2023-10-03,38.0,Builder,11,,Invalid total_price,dataset_3_real_estate_RE_Combined_Data_cleaned.csv
U68619294,Apartment,Mumbai Harbour,,Yes,Owner,3.0,,1,0.0,Unknown,North,5,1,40,Lodha New Cuffe Parade,0.0,0.0,0,12502.0,,,,124.118408,153.754465,2023-10-16,38.0,Dealer,15,,Invalid total_price,dataset_3_real_estate_RE_Combined_Data_cleaned.csv
U68476762,Apartment,Central Mumbai Suburbs,,Yes,Owner,2.0,,1,0.0,Unknown,North,5,1,20,Dns Anuutham,0.0,0.0,0,1097414.0,,,,74.694012,79.524968,2023-09-16,38.0,Dealer,50,,Invalid total_price,dataset_3_real_estate_RE_Combined_Data_cleaned.csv
G70405770,Apartment,Mumbai Beyond Thane,,Yes,Owner,2.0,,1,0.0,Unknown,North,5,1,21,Godrej Nirvaan,0.0,0.0,0,1013984.0,,,,53.605031,62.709525,2023-09-10,38.0,Dealer,15,,Invalid total_price,dataset_3_real_estate_RE_Combined_Data_cleaned.csv
H70405766,Apartment,Mumbai Beyond Thane,,Yes,Owner,1.0,,1,0.0,Unknown,North,5,1,21,Godrej Nirvaan,0.0,0.0,0,1013984.0,,,,3.437411,42.828283,2023-09-10,38.0,Dealer,15,,Invalid total_price,dataset_3_real_estate_RE_Combined_Data_cleaned.csv
D70949584,Apartment,Navi Mumbai,,Yes,Owner,2.0,,1,0.0,Unknown,North,5,1,20,Satyam Alliaance Icon,0.0,0.0,0,1084293.0,,,,71.53531,71.53531,2023-09-21,38.0,Dealer,38,,Invalid total_price,dataset_3_real_estate_RE_Combined_Data_cleaned.csv
W70624748,Apartment,Central Mumbai Suburbs,,Yes,Owner,2.0,,1,0.0,Unknown,North,5,1,22,Shikara Heights,0.0,0.0,0,1076749.0,,,,48.495366,55.370188,2023-11-02,38.0,Dealer,12,,Invalid total_price,dataset_3_real_estate_RE_Combined_Data_cleaned.csv
E70624746,Apartment,Central Mumbai Suburbs,,Yes,Owner,1.0,,1,0.0,Unknown,North,5,1,22,Shikara Heights,0.0,0.0,0,1076749.0,,,,34.838625,34.838625,2023-11-02,38.0,Dealer,12,,Invalid total_price,dataset_3_real_estate_RE_Combined_Data_cleaned.csv
K70624714,Apartment,Mumbai Beyond Thane,,Yes,Owner,2.0,,1,0.0,Unknown,North,6,1,13,Empire Centrum,0.0,0.0,0,379733.0,,,,48.866978,61.223077,2023-11-02,38.0,Dealer,9,,Invalid total_price,dataset_3_real_estate_RE_Combined_Data_cleaned.csv
B70624712,Apartment,Mumbai Beyond Thane,,Yes,Owner,1.0,,1,0.0,Unknown,North,6,1,13,Empire Centrum,0.0,0.0,0,379733.0,,,,36.510879,36.510879,2023-11-02,38.0,Dealer,9,,Invalid total_price,dataset_3_real_estate_RE_Combined_Data_cleaned.csv
L70612540,Apartment,Mumbai Andheri-Dahisar,,Yes,Owner,2.0,,1,0.0,Unknown,North,5,1,20,Gurukrupa Shiv Sagar,0.0,0.0,0,276177.0,,,,49.424396,63.359846,2023-11-02,38.0,Dealer,49,,Invalid total_price,dataset_3_real_estate_RE_Combined_Data_cleaned.csv
Z70612538,Apartment,Mumbai Andheri-Dahisar,,Yes,Owner,1.0,,1,0.0,Unknown,North,5,1,20,Gurukrupa Shiv Sagar,0.0,0.0,0,276177.0,,,,32.794759,37.439909,2023-11-02,38.0,Dealer,49,,Invalid total_price,dataset_3_real_estate_RE_Combined_Data_cleaned.csv
B70611848,Apartment,Mumbai South West,,Yes,Owner,3.0,,1,0.0,Unknown,North,5,1,11,Kolte Alora,0.0,0.0,0,1101160.0,,,,79.89658,103.215233,2023-11-02,38.0,Dealer,10,,Invalid total_price,dataset_3_real_estate_RE_Combined_Data_cleaned.csv
K70611846,Apartment,Mumbai South West,,Yes,Owner,2.0,,1,0.0,Unknown,North,5,1,11,Kolte Alora,0.0,0.0,0,1101160.0,,,,60.38695,73.486273,2023-11-02,38.0,Dealer,10,,Invalid total_price,dataset_3_real_estate_RE_Combined_Data_cleaned.csv
F70299642,Apartment,Mira Road And Beyond,,Yes,Owner,5.0,,1,0.0,Unknown,North,5,1,20,Ghanshyam Canary,0.0,0.0,0,1088396.0,,,,255.48325,380.9023,2023-10-16,38.0,Builder,49,,Invalid total_price,dataset_3_real_estate_RE_Combined_Data_cleaned.csv
Z70299640,Apartment,Mira Road And Beyond,,Yes,Owner,4.0,,1,0.0,Unknown,North,5,1,20,Ghanshyam Canary,0.0,0.0,0,1088396.0,,,,241.5478,380.9023,2023-10-16,38.0,Builder,49,,Invalid total_price,dataset_3_real_estate_RE_Combined_Data_cleaned.csv
U70443744,Apartment,Mumbai Beyond Thane,,Yes,Owner,2.0,,1,0.0,Unknown,North,5,1,7,Sai Samruddhi,0.0,0.0,0,1121368.0,,,,51.09665,51.09665,2023-08-25,38.0,Dealer,49,,Invalid total_price,dataset_3_real_estate_RE_Combined_Data_cleaned.csv
Z70443742,Apartment,Mumbai Beyond Thane,,Yes,Owner,1.0,,1,0.0,Unknown,North,5,1,7,Sai Samruddhi,0.0,0.0,0,1121368.0,,,,32.980565,44.59344,2023-08-25,38.0,Dealer,49,,Invalid total_price,dataset_3_real_estate_RE_Combined_Data_cleaned.csv
H68391650,Apartment,Thane,,Yes,Owner,3.0,,1,0.0,Unknown,North,6,1,26,Dosti Desire,0.0,0.0,0,444923.0,,,,80.268192,80.268192,2023-09-16,38.0,Dealer,5,,Invalid total_price,dataset_3_real_estate_RE_Combined_Data_cleaned.csv
G68391648,Apartment,Thane,,Yes,Owner,2.0,,1,0.0,Unknown,North,6,1,26,Dosti Desire,0.0,0.0,0,444923.0,,,,52.861807,72.650146,2023-09-16,38.0,Dealer,5,,Invalid total_price,dataset_3_real_estate_RE_Combined_Data_cleaned.csv
C68391646,Apartment,Thane,,Yes,Owner,1.0,,1,0.0,Unknown,North,6,1,26,Dosti Desire,0.0,0.0,0,444923.0,,,,25.919937,48.123754,2023-09-16,38.0,Dealer,5,,Invalid total_price,dataset_3_real_estate_RE_Combined_Data_cleaned.csv
L68391402,Apartment,Thane,,Yes,Owner,3.0,,1,0.0,Unknown,North,5,1,30,The Icon By Risland,0.0,0.0,0,805769.0,,,,95.782993,95.782993,2023-09-16,38.0,Dealer,15,,Invalid total_price,dataset_3_real_estate_RE_Combined_Data_cleaned.csv
Z68391400,Apartment,Thane,,Yes,Owner,2.0,,1,0.0,Unknown,North,5,1,30,The Icon By Risland,0.0,0.0,0,805769.0,,,,62.523719,63.17404,2023-09-16,38.0,Dealer,15,,Invalid total_price,dataset_3_real_estate_RE_Combined_Data_cleaned.csv
Z68391398,Apartment,Thane,,Yes,Owner,1.0,,1,0.0,Unknown,North,5,1,30,The Icon By Risland,0.0,0.0,0,805769.0,,,,41.713447,41.713447,2023-09-16,38.0,Dealer,15,,Invalid total_price,dataset_3_real_estate_RE_Combined_Data_cleaned.csv
M70339810,Apartment,Mumbai Harbour,,Yes,Owner,2.0,,1,0.0,Unknown,North,5,1,16,Godrej Rks,0.0,0.0,0,1032174.0,,,,49.888911,49.888911,2023-09-10,38.0,Dealer,15,,Invalid total_price,dataset_3_real_estate_RE_Combined_Data_cleaned.csv
K71005914,Apartment,South Mumbai,,Yes,Owner,5.0,,1,0.0,Unknown,North,5,1,66,Raheja The Riviere Worli Skyline,0.0,0.0,0,1121373.0,,,,179.860208,179.860208,2023-09-24,38.0,Dealer,11,,Invalid total_price,dataset_3_real_estate_RE_Combined_Data_cleaned.csv
X71003872,Apartment,Mira Road And Beyond,,Yes,Owner,1.0,,1,0.0,Unknown,North,5,1,22,Unique Poonam Sky City,0.0,0.0,0,1078990.0,,,,26.01284,33.723789,2023-09-24,38.0,Dealer,15,,Invalid total_price,dataset_3_real_estate_RE_Combined_Data_cleaned.csv
A70493196,Apartment,South Mumbai,,Yes,Owner,1.0,,1,0.0,Unknown,North,5,1,26,Sitesh Pearl Heights,0.0,0.0,0,1066177.0,,,,29.914766,49.23859,2023-09-23,38.0,Dealer,13,,Invalid total_price,dataset_3_real_estate_RE_Combined_Data_cleaned.csv
Z70441920,Apartment,Mumbai Harbour,,Yes,Owner,3.0,,1,0.0,Unknown,North,5,1,40,Lodha New Cuffe Parade,0.0,0.0,0,12502.0,,,,102.1933,102.1933,2023-08-25,38.0,Dealer,15,,Invalid total_price,dataset_3_real_estate_RE_Combined_Data_cleaned.csv
Y69174154,Apartment,Thane,,Yes,Owner,3.0,,1,0.0,Unknown,North,6,1,32,Hiranandani Rodas Enclave Phillipa,0.0,0.0,0,494731.0,,,,171.406035,176.051185,2023-09-30,38.0,Dealer,15,,Invalid total_price,dataset_3_real_estate_RE_Combined_Data_cleaned.csv
D69174140,Apartment,Thane,,Yes,Owner,3.0,,1,0.0,Unknown,North,6,1,25,Hiranandani Rodas Enclave Rosehill,0.0,0.0,0,316415.0,,,,119.101646,125.604856,2023-09-30,38.0,Dealer,50,,Invalid total_price,dataset_3_real_estate_RE_Combined_Data_cleaned.csv
J68476794,Apartment,South Mumbai,,Yes,Owner,3.0,,1,0.0,Unknown,North,5,1,20,Rigved Windsong,0.0,0.0,0,1085201.0,,,,79.9894829999999,91.788164,2023-09-16,38.0,Dealer,50,,Invalid total_price,dataset_3_real_estate_RE_Combined_Data_cleaned.csv
Y68476792,Apartment,South Mumbai,,Yes,Owner,2.0,,1,0.0,Unknown,North,5,1,20,Rigved Windsong,0.0,0.0,0,1085201.0,,,,65.96113,68.190802,2023-09-16,38.0,Dealer,50,,Invalid total_price,dataset_3_real_estate_RE_Combined_Data_cleaned.csv
Y68475594,Apartment,South Mumbai,,Yes,Owner,3.0,,1,0.0,Unknown,North,5,1,20,Uct Unique Exotica,0.0,0.0,0,1072665.0,,,,10.21933,10.21933,2023-09-16,38.0,Dealer,50,,Invalid total_price,dataset_3_real_estate_RE_Combined_Data_cleaned.csv
M68475592,Apartment,South Mumbai,,Yes,Owner,2.0,,1,0.0,Unknown,North,5,1,20,Uct Unique Exotica,0.0,0.0,0,1072665.0,,,,7.989658,7.989658,2023-09-16,38.0,Dealer,50,,Invalid total_price,dataset_3_real_estate_RE_Combined_Data_cleaned.csv
C68228854,Apartment,South Mumbai,,Yes,Owner,3.0,,1,0.0,Unknown,North,6,1,20,Bhavya Heights,0.0,0.0,0,298039.0,,,,171.87055,171.87055,2023-09-16,38.0,Dealer,50,,Invalid total_price,dataset_3_real_estate_RE_Combined_Data_cleaned.csv
H68228852,Apartment,South Mumbai,,Yes,Owner,2.0,,1,0.0,Unknown,North,6,1,20,Bhavya Heights,0.0,0.0,0,298039.0,,,,116.12875,116.12875,2023-09-16,38.0,Dealer,50,,Invalid total_price,dataset_3_real_estate_RE_Combined_Data_cleaned.csv
B68228126,Apartment,Mumbai Harbour,,Yes,Owner,3.0,,1,0.0,Unknown,North,6,1,32,Sunshine Infinity,0.0,0.0,0,58088.0,,,,209.03175,209.03175,2023-09-16,38.0,Dealer,50,,Invalid total_price,dataset_3_real_estate_RE_Combined_Data_cleaned.csv
P68228122,Apartment,Mumbai Harbour,,Yes,Owner,2.0,,1,0.0,Unknown,North,6,1,32,Sunshine Infinity,0.0,0.0,0,58088.0,,,,130.0642,130.0642,2023-09-16,38.0,Dealer,50,,Invalid total_price,dataset_3_real_estate_RE_Combined_Data_cleaned.csv
B68228102,Apartment,South Mumbai,,Yes,Owner,3.0,,1,0.0,Unknown,North,5,1,18,Sam Bhoomi Life 1,0.0,0.0,0,517341.0,,,,174.100222,177.44473,2023-09-16,38.0,Dealer,50,,Invalid total_price,dataset_3_real_estate_RE_Combined_Data_cleaned.csv
C68228100,Apartment,South Mumbai,,Yes,Owner,2.0,,1,0.0,Unknown,North,5,1,18,Sam Bhoomi Life 1,0.0,0.0,0,517341.0,,,,57.878569,57.878569,2023-09-16,38.0,Dealer,50,,Invalid total_price,dataset_3_real_estate_RE_Combined_Data_cleaned.csv
D69369006,Apartment,Central Mumbai Suburbs,,Yes,Owner,1.0,,1,0.0,Unknown,North,5,1,47,Atmosphere O2,0.0,0.0,0,121319.0,,,,60.108241,60.108241,2023-08-31,38.0,Dealer,13,,Invalid total_price,dataset_3_real_estate_RE_Combined_Data_cleaned.csv
D70682524,Apartment,Navi Mumbai,,Yes,Owner,3.0,,1,0.0,Unknown,North,5,1,38,Golden Willows Hiranandani Fortune City,0.0,0.0,0,1111382.0,,,,98.848792,98.848792,2023-11-02,38.0,Dealer,6,,Invalid total_price,dataset_3_real_estate_RE_Combined_Data_cleaned.csv
W70682518,Apartment,Navi Mumbai,,Yes,Owner,1.0,,1,0.0,Unknown,North,5,1,38,Golden Willows Hiranandani Fortune City,0.0,0.0,0,1111382.0,,,,41.899253,41.899253,2023-11-02,38.0,Dealer,6,,Invalid total_price,dataset_3_real_estate_RE_Combined_Data_cleaned.csv
M70677492,Apartment,Mumbai Andheri-Dahisar,,Yes,Owner,2.0,,1,0.0,Unknown,North,5,1,20,Mittal Cove,0.0,0.0,0,507691.0,,,,59.45792,59.45792,2023-09-07,38.0,Dealer,47,,Invalid total_price,dataset_3_real_estate_RE_Combined_Data_cleaned.csv
Z70095222,Apartment,Thane,,Yes,Owner,4.0,,1,0.0,Unknown,North,6,1,19,Kalpataru Hills,0.0,0.0,0,4172.0,,,,162.858959,216.371087,2023-09-06,38.0,Dealer,15,,Invalid total_price,dataset_3_real_estate_RE_Combined_Data_cleaned.csv
O70095220,Apartment,Thane,,Yes,Owner,3.0,,1,0.0,Unknown,North,6,1,19,Kalpataru Hills,0.0,0.0,0,4172.0,,,,82.776573,173.542804,2023-09-06,38.0,Dealer,15,,Invalid total_price,dataset_3_real_estate_RE_Combined_Data_cleaned.csv
P70095214,Apartment,Thane,,Yes,Owner,2.0,,1,0.0,Unknown,North,6,1,19,Kalpataru Hills,0.0,0.0,0,4172.0,,,,55.555994,81.847543,2023-09-06,38.0,Dealer,15,,Invalid total_price,dataset_3_real_estate_RE_Combined_Data_cleaned.csv
G70624728,Apartment,Mumbai Andheri-Dahisar,,Yes,Owner,4.0,,1,0.0,Unknown,North,5,1,41,Gajanan Paradigm Antalya,0.0,0.0,0,898949.0,,,,100.985561,100.985561,2023-11-02,38.0,Dealer,15,,Invalid total_price,dataset_3_real_estate_RE_Combined_Data_cleaned.csv
X70624726,Apartment,Mumbai Andheri-Dahisar,,Yes,Owner,3.0,,1,0.0,Unknown,North,5,1,41,Gajanan Paradigm Antalya,0.0,0.0,0,898949.0,,,,83.6127,83.6127,2023-11-02,38.0,Dealer,15,,Invalid total_price,dataset_3_real_estate_RE_Combined_Data_cleaned.csv
N70624724,Apartment,Mumbai Andheri-Dahisar,,Yes,Owner,2.0,,1,0.0,Unknown,North,5,1,41,Gajanan Paradigm Antalya,0.0,0.0,0,898949.0,,,,47.845045,60.201144,2023-11-02,38.0,Dealer,15,,Invalid total_price,dataset_3_real_estate_RE_Combined_Data_cleaned.csv
E70624722,Apartment,Mumbai Andheri-Dahisar,,Yes,Owner,1.0,,1,0.0,Unknown,North,5,1,41,Gajanan Paradigm Antalya,0.0,0.0,0,898949.0,,,,32.51605,34.281207,2023-11-02,38.0,Dealer,15,,Invalid total_price,dataset_3_real_estate_RE_Combined_Data_cleaned.csv
C70624692,Apartment,Thane,,Yes,Owner,2.0,,1,0.0,Unknown,North,5,1,31,Puraniks Grand Central,0.0,0.0,0,520091.0,,,,42.828283,62.523719,2023-11-02,38.0,Dealer,9,,Invalid total_price,dataset_3_real_estate_RE_Combined_Data_cleaned.csv
C70624690,Apartment,Thane,,Yes,Owner,1.0,,1,0.0,Unknown,North,5,1,31,Puraniks Grand Central,0.0,0.0,0,520091.0,,,,31.958632,46.730209,2023-11-02,38.0,Dealer,9,,Invalid total_price,dataset_3_real_estate_RE_Combined_Data_cleaned.csv
